nummer,datum,inhoud,folio nr,register nr,vervolg nr,bron,bijzonderheden,,
9002545,1490-01,"Dirc Jacobsz geheten de Vreuchde verkoopt Willem Aerntsz ½ van de molen, - huis en - werf, onderdeelt, ende is de veerste molen buyten de Zylpoort, west en noord: Jan van Foreest, oost: cappelryelant, zuid: die heerweg. Dirc Jacobsz verkoopt nog ½ vierendeel Baerthout Aerntsz in maniere voorgescreven   ",35,1489-1492,XXXVII,G.A. Haarlem Transportregister Inv F 351,,,
9002546,1490-01,"Jan Meusz de molenaer verkoopt Willem Aerntsz ½ vierendeel van de molen,- werf en - huys, onderdeelt, geheten de Zuege, gelegen buiten die Zylpoort, oost: de zusteren ten Zyl, zuid: die Vaert, west: Jacob Sybrantsz en Willem voors tesamen, noord: die heerwech      ",35v,1489-1492,XXXVIII,G.A. Haarlem Transportregister Inv F 351,,,
9002547,1490-01,"Aernt Pietersz aan Pieter Tymansz een huis en erf in die Zijlstraet, an d'een side: Griete ….. [?], an d'ander: Claes snijder, after streckende mit een gier van een erve an der stede vest; 120 R gld   ",35v,1489-1492,XXXVIII,G.A. Haarlem Transportregister Inv F 351,,,
9002548,1490-01,"Diert Dircxz aan St Annaconvent alhier een huis en erf in Sint Michielsstrate, an d'een side: t convent voors, an d'ander side: St Michielserve, after streckende an Jacob van Assendelft erve      ",35v,1489-1492,XXXVIII,G.A. Haarlem Transportregister Inv F 351,,,
9002549,1490-01,"Floris Govertsz verkoopt Henric Pietersz een huis en erf in die Cleijne Houtstraat, an d'een zide: Adriaen de cropel, an d'ander zide: Geertruid Jacobsdochter, after streckende an Claes Gerytsz; 34½ R gld  ",35v,1489-1492,XXXVIII,G.A. Haarlem Transportregister Inv F 351,,,
9002550,1490-01,"Die H.Geestmrs. en Gasthuismrs. verkopen Claes Suijcker een huis en erf in die Coninckstrate, an d'een side: Claes voors, an d'ander side: Lysbeth Symon Wyntgenz weduwe, afterwaerts streckende an Jan Boudynsz; 90 R gld       ",35v,1489-1492,XXXVIII,G.A. Haarlem Transportregister Inv F 351,,,
9002551,1490-01,Claes Ysbrantsz is sculdich Pieter Lourysz 15 gouden R gld,35v,1489-1492,XXXVIII,G.A. Haarlem Transportregister Inv F 351,,,
9002552,1490-01,"doorgehaald: ""Meynaert Heinricxz verkoopt Dirck Jansz de barbier een huis en erf liggende en staende in de Cleyne Houtstraet""   ",36,1489-1492,XXXVIII,G.A. Haarlem Transportregister Inv F 351,,,
9002553,1490-01,"Claes Jansz van Hogendorp gelooft als borge voor Meijnaert Henricsz, indien Dirck Jansz de barbier enige cost, hinder of scade gecrege an zijnen huijse dat hy tegens de voirs. Meynaert gecoft heeft in die Cleyne Houtstraet ende dit van de custinge die de voirs Meynaert noch an tselve huijs sculdich is Dirc Potter, dat de voors. Claes Jansz hem dat boeten en betalen sal sonder pantkering          ",36,1489-1492,XXXVIII,G.A. Haarlem Transportregister Inv F 351,,,
9002554,1490-02-03,"Jan Jansz van Koesvelt is sculdich deken en vinders van t snijdersgilde 5 R gld. Testes: Diert Dircsz, Geryt Gerytsz en Geryt Symonsz, poorteren van Haerlem. Verleden 3 Febr        ",36,1489-1492,XXXVIII,G.A. Haarlem Transportregister Inv F 351,,,
9002555,1490-02,"Margriet Aelbrechtsdochter van Berom met haar man Pieter Jansz als voogd, is sculdich haar neef Willem Jansz, 600 R gld, ende dat voor zijns moeder erve, dat zij onder gehad heeft, na haar dood te betalen uit haar erfenis ",36,1489-1492,"XXXVIII, XXXIX",G.A. Haarlem Transportregister Inv F 351,,,
9002556,1490-02,"Jan Pietersz Borst en Claes Pietersz Borst, gebroeders, verkopen Claes Willem Dircxz.z. een huis en erf mitten schuer daer besiden an mitten broutou, in de Cleijne Houtstraet, an d'een side: Claes Pietersz Hals, an d'ander: Evert de tolnaer, after streckende an de voors. Claes Pietersz. Met de mede bruyckwaer van de stege liggende gemeen met de voirs. Claes Hals ende mitten eygendom van t vulnisvat op te oude Graft; 185 nobelen         ",36,1489-1492,XXXIX,G.A. Haarlem Transportregister Inv F 351,,,
9002557,1490-02,"Claes Vrericsz an Aecht Nannincxdochter, begijn op ten Groten Hof, ½ van een huis en erf onderdeelt in de Lombaertsstege, an d'een zide: Aecht Vijviens weduwe off die poirte daer beziden, an d'ander zide: Willem Huijgenz, after streckende an Wouter van Rolland. Met haar broeder Jacob Nannincxz als voogd erkent zij deswege 43½ R gld sculdich te zyn       ",36v,1489-1492,XXXIX,G.A. Haarlem Transportregister Inv F 351,,,
9002558,1490-02,"deken en vinders van de oude Scutters binnen deser stede geven uijt Jan Jansz de lijnbaen tussen Sparenwouderpoort ende de molen gaende na Scalcwijkerpoort binnen deser stede after St Nicolaescapel, zoelange hij leven zal ende niet langer, om 20 st sjaars  ",36v,1489-1492,XXXIX,G.A. Haarlem Transportregister Inv F 351,,,
9002559,1490-02,"Claes Koenez bespreekt in testament aan zijn natuerliche dochter Lysbet Claesdochter, die hij gewonnen heeft bij Mijen Reyersdochter, 100 R gld, na zijn dood te betalen uit zyn gereedste goederen. Sterft zij kinderloos dan komt dit geld weer aan zijn erfgenamen  ",36v,1489-1492,XXXIX,G.A. Haarlem Transportregister Inv F 351,,,
9002560,1490-02,Meynaert Heynricsz bespreekt in testament aan zyn natuerlichen dochter Zyburch Meynaertsdochter daer moeder of was …. [open!] alle de goederen die hij afterlaten en ruijmen zal mitter dood  ,36v,1489-1492,XXXIX,G.A. Haarlem Transportregister Inv F 351,,,
9002561,1490-02,Jan Jansz maakt in dit testament aan zijn zusters zone Harck Ysbrantsz 30 R gld vuijt zijn gereedste goederen na zijn dood       ,37,1489-1492,XXXIX,G.A. Haarlem Transportregister Inv F 351,,,
9002562,1490-02,Jacob Pietersz is sculdich Gerijt Luijtgensz van 39 stroobockins voir elke stroo 29½ st (geld na deze valuatie) te betalen St Jacob e.k.  ,37,1489-1492,XXXIX,G.A. Haarlem Transportregister Inv F 351,,,
9002563,1490-02,"Claes Pietersz kistemaker als man en voogd van zijn wijve Griet Willemsdochter en Willem Willemsz voor hem zelf en voor zijn zuster Angnyeze Willemsdochter, wonende St Cecilien, erkennen dat Aechte Jansdochter Willem Willemsz weduwe hun voldaan en betaald heeft van alle Willem Willemsz cussewerkers haer vaders erve    ",37,1489-1492,"XXXIX, XL",G.A. Haarlem Transportregister Inv F 351,,,
9002564,1490-02,"Katrijn Jansdochter met Wigger Pietersz als gecoren voogd verkoopt Geertruid Jansdochter Pieter Claesz de smits weduwe een stucke lants van 2½ mad gelegen in die Crempen in de ban van Haerlemmerliede, sjaars geldende 4½ R gld. Item een slechte gulden sjaers gaende vuijt een stucke lants gelegen in denselven ban in de Nesse vuijt Ysbrant van Poels lant, ende hiertoe alle hare andere goederen. Met haar zoon Jan Pietersz als voogd erkent Geertruid voors. sculdich te zijn aan haar zuster Katrijn voors. deswege 10 R gld sjaars lyfrente en sal haar clederen, scoen, vuur en licht leveren ende voirt alle hair notorft en behoefte zolang zij leeft             ",37,1489-1492,XL,G.A. Haarlem Transportregister Inv F 351,,,
9002565,1490-02,Jan Keijsersz de molenaer lijt sculdig te wesen Katryn van Duinen vrouwe van Hoochtwoude 27 R gld te betalen. Waarborg: Adriaen van der Voirde    ,37,1489-1492,XL,G.A. Haarlem Transportregister Inv F 351,,,
9002566,1490-02,"Geryt die Visscher verkoopt Symon Dircsz Lepelaer een stucke lants geheten t morgen ende is 1 morgen lants gelegen in de ban van Hillegom, zuid: Symon voirs, oost: Jacob Henricsz voirs, noord: Jacob Henricsz, west: die leitheininge [?]. Dit zal zegelen Henric Jansz, schout van Hillegom, in presentie van Symon van Houdt ende Jan Brantsz, bueren aldaer als tuygen; 62 nobelen        ",37v,1489-1492,XL,G.A. Haarlem Transportregister Inv F 351,,,
9002567,1490-02-18,"Willem Claesz, poorter van Haerlem, is sculdich Pieter Jansz Bruijn en Symon Jansz Bruijn, de somme van 33 enkele gouden Ryns gld. Onderpand: de ever. Testes: Claes Kibbe, Diert Dircsz en Heertgen Dircsz. Verleden 18 Febr          ",37v,1489-1492,XL,G.A. Haarlem Transportregister Inv F 351,,,
9002568,1490-02,Pieter Dircx Vleyshouder off coffermaker [!] is sculdich aan Griete Aerntsdochter van der Voirde 25 R gld   ,37v,1489-1492,XL,G.A. Haarlem Transportregister Inv F 351,,,
9002569,1490-02,"Gerijt Dircsz in die Vuijck is schuldig Jan Jansz Hollaer van 100 pond zoelleder, t pond 4 st en 3 deuijts, te betalen      ",37v,1489-1492,XL,G.A. Haarlem Transportregister Inv F 351,,,
9002570,1490-02,"Lourijs Aerntsz steenhouder verkoopt Dieuwer Pietersdochter Gerijt Jacobsz weduwe een huis en erf in die Begynestraet, an d'een zide: die stege toebehorende Wouter van Bekesteyn, an d'ander zide: Aernt die leydecker, afterwerts streckende an Ysbrant Vuyten Hagen erf  [= erfgenamen] ende Wouter van Bekesteijn. Met Pieter Jansz van Hoerne als voogd erkent zij 117½ nobelen schuldig te zyn           ",37v,1489-1492,"XL, XLI",G.A. Haarlem Transportregister Inv F 351,,,
9002571,1490-02,"Katryn Wolfaertsdochter, Aernt van Noijens weduwe met Dirc Jacobsz coffermaker als voogd, Pieter Harmansz als man en voogd  Katrijn Aerntsdochter en Pouwels Aerntsz van Noijen, verkopen Alijt Aelbrechtsdochter van Assendelft, bagyn op ten Groten Hof binnen deser stede, een cam[p]tgen lants gelegen buijten de Zylpoort binnen die vrihede van Haerlem, gemeen en onderdeelt met de erfgenamen van mr Huyge van Assendelft, zuid: Wouter van Rollant, oost: der stede cingel, noord: die Vaert, west: Jan van Foreest                 ",38,1489-1492,XLI,G.A. Haarlem Transportregister Inv F 351,,,
9002572,1490-02,"Vrederick Hoon verkoopt Lambert Gerytsz een camer mitten erve liggende op t Cleijne Heiliglant, an d'een side: Wouter Maertsz, an d'ander: Katryn Huygen weduwe, afterwaerts streckende an Ewout Willemsz. Lambert Gerytsz belooft deze camer niet te versetten noch te vercopen dan bij consent van zijn wijf Geertgen Gijsbrechtsdochter; 21 R gld           ",38,1489-1492,XLI,G.A. Haarlem Transportregister Inv F 351,,,
9002573,1490-02,"Jan Havicxz verkoopt Wybrant Vredericsz een huis en erf in de Hagestraet, an d'een side: Doetgen de slotemaker, an d'ander side: Lysbet Kneppels weduwe, afterwaerts streckende an die Vuijle Beeck; 46 R gld    ",38,1489-1492,XLI,G.A. Haarlem Transportregister Inv F 351,,,
9002574,1490-02,"Symon Willemsz verkoopt Jan Tol een huis en erf in Hontscoepstege, an d'een zide: die Vuijle [Beeck], an d'ander : Katryn Jans weduwe, after streckende an Symon Valkenz    ",38,1489-1492,XLI,G.A. Haarlem Transportregister Inv F 351,,,
9002575,1490-02,Jan Jansz is sculdich Willem Dircsz 27 R gld ,38v,1489-1492,XLI,G.A. Haarlem Transportregister Inv F 351,,,
9002576,1490-02,"deken en vinders van den Romeijnsgilde in de parochiekerk geven uijt in enen erfpacht Werbout Willemsz een stuck lants gelegen tussen de grote ende die cleyne Houtpoort op ter stede cingel, zuid en west: Jacob Jansdochter van der Meer, noord: der stede cingel, oost: jonge Mat    ",38v,1489-1492,XLI,G.A. Haarlem Transportregister Inv F 351,,,
9002577,1490-02-27,Jan Heertgensz is sculdig aan Sijmon Koenez 54 goud R gld. Onderpand: de ever. Testes: Roelof Jansz en Bartout Pietersz. Verleden 27 Febr  ,38v,1489-1492,XLII,G.A. Haarlem Transportregister Inv F 351,,,
9002578,1490-02,"Dirck Joestz verkoopt Meck Jansz Mostaert ½ molen en -huijs en-werf en schuijt, onderdeelt, op Akedam an t Spaerne, noord: die ziecken, west: die erfnamen van Pieter van Ruyven, oost: de Sperne, zuid: Wouter van Bekesteyn; 180 R gld           ",38v,1489-1492,XLII,G.A. Haarlem Transportregister Inv F 351,,,
9002579,1490-02,"Jan Rutgersz van Harp aan Jan Lourijsz een tuyn gelegen tusschen die Aftercamp en de molenstege, zuid: Jan Lourysz voirs, west: Willem Dickhuijt, noord: Heyn Dul, oost: die molenstege   ",39,1489-1492,XLII,G.A. Haarlem Transportregister Inv F 351,,,
9002580,1490-02,Symon Coenez is schuldig Pieter Dircsz 8 R gld. Onderpand: de ever. Testes: Pieter van Tynen [Tyveren ?] en Jan Geritsz glasemaker     ,39,1489-1492,XLII,G.A. Haarlem Transportregister Inv F 351,,,
9002581,1490-02,Jacob Bertolmeusz de cuijper had een geschil met zyn zoon Vrederick over een brief die hij hem gegeven had van zijn moeders erve. Arbiters hebben nu beslist dat hij aan Vrerick 82 R gld geven moet. Hij erkent deze som aan Vrerick sculdig te zyn. Jacob erkent ook nog aan zijn zoon Vrerick schuldig te zyn 30 R gld waaronder 12 R gld die hij voor zijn onderhoud had moeten genieten      ,39,1489-1492,XLII,G.A. Haarlem Transportregister Inv F 351,,,
9002582,1490-03,Arijs Gijsbrechtsz is sculdig Willem Dircsz 13 R gld ,39v,1489-1492,XLII,G.A. Haarlem Transportregister Inv F 351,,,
9002583,1490-03,Jan Jacobsz cuijper is sculdig Jacob van Assendelft 18 R gld ,39v,1489-1492,XLII,G.A. Haarlem Transportregister Inv F 351,,,
9002584,1490-03,Dirck Claesz en Jan Broeder Dircx als testamentoirs van wylen Geertruid Mathijsdochter hebben navolgende hare macht quytgescouden Geertruid voirs. bij wille en consent van Dirc Ysbrantsz en Frans Kerstantsz een stuck lants gelegen t' Ouderscije daerof de wed[uwe?] de wederhelft of toebehoort. Bezegeld coman Aernt Willemsz. Testes: heer Claes Jansz en allaert Gysbrechtsz zeilmaker; XXXV in Februario  [! Het geheel is niet duidelijk]          ,39v,1489-1492,XLII,G.A. Haarlem Transportregister Inv F 351,,,
9002585,1490-03-03,Jan Dircsz is sculdig Jan Gelmersz 35 oude gouden R gld. Verleden 3 Mrt  ,39v,1489-1492,XLII,G.A. Haarlem Transportregister Inv F 351,,,
9002586,1490-03-06,Pieter Jansz van Amsterdam is sculdich Nanninck Ockersz 21 £ gr Vls. Onderpand: het Rynscip dat him te dancke gelevert is. Testes: Dirc Jansz mandemaker en Willem Aerntsz calckbarner; 6 Maart     ,39v,1489-1492,"XLII, XLIII",G.A. Haarlem Transportregister Inv F 351,,,
9002587,1490-03-06,"coman Clement Jansz, van Nuwecoep, is sculdig Jan Jansz van Duijen, poorter van Haerlem, 44 R gld. Testes: Thomas Claesz en Bartelmeeus Willemsz juwelierders; 6 Maart         ",39v,1489-1492,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9002588,1490-03,Willem Govertsz de brouwer is sculdig Jan Vredericsz 255 R gld ,40,1489-1492,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9002589,1490-03-07,"Adriaen Rembrantsz, poorter van Haerlem, is sculdig Pieter Jansz van Purmereynde 121½ enkele gouden R gld. Onderpand: t Rynscip etc. Testes: Gerijt Philipsz en Jan Dirksz Tol; 7 Mrt  ",40,1489-1492,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9002590,1490-03,Gerijt Matheeusz is sculdich Symon Jansz 3½ R gld     ,40,1489-1492,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9002591,1490-03,"Jacob Symonsz aan Claes Jansz pelser een ledich erve nevens der stede muer over in de Aftercamp, an d'een zide: Clare Luchtgen de dregers weduwe, an d'ander zide: Jan van Baern, afterwaerts streckende an Dielof Gerytsz; 6 R gld    ",40v,1489-1492,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9002592,1490-03,"Jan Aerntsz verkoopt aan zijn broeder Gysbert Aerntsz een brief die hij t erve genomen heeft ende an bedeelt is van zyn vader ende moeder, sprekende op tie stede van Haerlem, ter lossing den penning 15           ",40v,1489-1492,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9002593,1490-03-08,Jan Tatincsz is sculdig Jacob Willemsz 10 R gld en 4 st; 8 Mrt ,40v,1489-1492,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9002594,1490-03,"Pieter Symonsz, bogemaker, scelt quyt Adriaen Henricsdochter Jan Symonsz weduwe, haer dochter Haze bij de voirs Jan gewonnen van al dat hij haer van svaders en moeders erve met al datter anclieft ende hij haer eyschen soude moge. Hiervoren zal hij van de lijfrente quytscheldinge doen ende sal slechts jaerlix houden 15 R gld    ",40v,1489-1492,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9002595,1490-03,Beatrijs Willemsdochter en Ermgart Willemsdochter met hun gecoren voogd Jan Lourysz erkennen dat haer moeder Lysbet Gerytsdochter hoir al voldaan heeft van de erfenis die hoir tweer vader achtergelaten heeft. Lysbeth erkent deswege haar dochter Ermgart zolang deze dit wil in cost en cleding te geven 8 R gld. Voogd: hoir neve Jan Claesz t Lam         ,40v,1489-1492,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9002596,1490-03,"Pouwels Garbrantsz verkoopt Dirc Pietersz een huis en erf op het Burchwal, an d'een zide: de voors…. [!], an d'ander zide: Jan van Limmen, after streckende an die sloot; 150 R gld    ",41,1489-1492,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9002597,1490-03-11,"Huyge Boudensz van Leyden erkent schuldig te zyn aan Jacob Govertsz 24 R gld. Onderpand: den ever mitten denne ende gewande. Borg: Cornelis Koenez, poorter van Haerlem. Testes: Ruijter Thijs en Claes Jansz; 11 Maert         ",41,1489-1492,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9002598,1490-03,"Jan Jacobsz cuijper verkoopt Yde Aelbrechtsdochter Jan Dircsz weduwe een huis en erf op ten houck van de Waterpoirt in die Aftercamp, an d'een side: die stege van de voors. waterpoort, an d'ander side: Guert met de Vlechten, afterwaerts streckende an der stede muer. Haar zoon Dirc Jansz treedt op als haar voogd; 12 R gld        ",41,1489-1492,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9002599,1490-03-11,"Jacob Jansz, van der Goes in Zeelant, is sculdich aan Heinrick Gerytsz brouwer, poorter van Haarlem, 104 enkele gouden Ryns gld. Onderpand: Rynscip. Borg: Symon Gerijtsz Loe. Testes: Claes Baertsz en Gheryt Maertsz, poorters van Haerlem; 11 dagen in Maerte                   ",41v,1489-1492,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9002600,1490-03,"Adriaen Cornelisz die zeijlmaker is sculdich Aernt Vredericsz voor ½, en Aef Vredericsdochter met haar kinderen voor de andere ½, 69 R gld. Onderpand: ⅓ deel van het huis in de Damstraat   ",41v,1489-1492,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9002601,1490-03,"Rembrant Gerytsz de kistemaker verkoopt Florijs Pietersz een huis en erf in die Grote Houtstraat, an d'een side: Gerijt Rijnevelt, an d 'ander: Bertelmeus Willemsz, afterwaerts streckende an mr Joest Matheeusz de scoelmeester ende voirt vuijtgaende mit een eygendom van een stege tussen de voors. Geryt Rynevelt ende coman Pieter Jacobsz; 285 R gld      ",41v,1489-1492,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9002602,1490-03,"Willem van der Voirde verkoopt Gawij Dircsz van Crommenyerdijck een huis en erf op Craijenhorstergraft, an d'een side: Sijmon Gawensz, an d'ander: Mertyn Jacobsz, after streckende an Pieter Pietersz; 72½ R gld  ",42,1489-1492,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9002603,1490-03,Willem Jelysz erkent dat zijn moeder Angniese Jelys Gerytsz weduwe hem voldaan heeft van zijns vaders erve als van der belofte ende medegave him geloeft mit zijn huisvrouw Katrijn Willem van der Graftendochter             ,42,1489-1492,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9002604,1490-03-17,Steven Willemsz is sculdich Joest Jansz 16 £ 15 sc gr Vls. Onderpand: het Rynscip dat hij gecoft heeft en him te dancke gelevert is. Testes: Adriaen Claesz en Maerten Dircsz van Vruechden. Verleden 17 Maert    ,42,1489-1492,XLV,G.A. Haarlem Transportregister Inv F 351,,,
9002605,1490-03-19,"Claes Smijer is schuldich Jacob Harcksz vuyt Boevenkerspel 96 R gld. Onderpand: Rijnscip. Testes: Geryt Gael, Claes Kibbe en Jan Aerntsz de molenaer; 19 Maert  ",42,1489-1492,XLV,G.A. Haarlem Transportregister Inv F 351,,,
