id,datum,naam,inhoud,bron,getuigen,bijzonderheden,,,,,,
1121293,1321-04-12,"Merwede, van der","graaf Willem geeft voorrechten aan degenen die in Daniel van der Merwede's ambacht van Carnesse wonen, dat hun goed aan hun wettige kinderen mogen doen erven",Van Mieris II p 234/Reg EL 24 p 14v,"per dominum  de Zuden,  Symon de Benthem, Gherardus de Raphorst, de abt van Middelburch",,,,,,,
1121294,1321-04-14,"Merwede, van der","Clays van der Merwede en Hughe de Mont, Symon veren Belensz kinderen worden beleend met ⅕ deel van het dorp Scharpenisse en de halve watermolen aldaar",Reg Hann p 94/Reg EL 13 fol 34v/EL 20 fol 31,,bij Van Mieris: Monic,,,,,,
1121295,1322-03-29 (1321),"Merwede, van der",huwelijksvoorwaarden tussen Hendrik van Brederode en jvr Ysenbeel van Fonteynes,Van Mieris II bl 251,"zijn oom Pieter van der Lecke, Ghisebrecht van Ysselsteyn, Florens van Bersele, Daniel van der Merwede, Simon van Benthem, ridders; Janne van Arcle, Henric van der Lecke, Willem van der Woert, knapen",,,,,,,
1121296,1322-08-27,"Merwede, van der","tolvrijheid voor Dordrecht, Raad van graaf Willem: o.a. Daniel van der Merwede, ridder",Van Mieris II bl 299,,,,,,,,
1121297,1323-06-26,"Merwede, van der","graaf Willem oorkondt hij zijn trouwe knaap Daniel van der Merwede gegeven heeft voor zijn leven 100 £  Tourn per jaar die Jan van den Elshout  in leen hield, na de zoen van Heusden, 45 morgen land die Jan van Elshout opdroeg gelegen te Oude Hoesden, die van heer Clays van der Merwede waren, en 21 morgen in de Waert te Oud Hoesden, die van Gheraerd van der Wilre [Wildrecht ?] waren, en 16 zwarte Tournoys per jaar van de erven van Arnoud van Kolen, liggende te Ghenderen, de graaf aanbestorven van Jan van Elshout",Van Mieris II p 319,,,,,,,,
1121298,1323-07-03,"Merwede, van der","graaf Willem beveelt heer Daniel van der Merwede, baljuw van Kennemerland en Vriesland, in zijn gebied af te kondigen dat niemand kruisland mag kopen verkopen of weggeven zonder toestemming van bisschop of de graaf","Reg Bisschoppen Utrecht no 574 (Dr JW Berkelbach van de Sprenkel)/Reg EL 39, R8",,,,,,,,
1121299,1323-11-01,"Merwede, van der","heer Niclays van de Merwede verkoopt met toestemming van de graaf de opbrengst van de tienden bij Giessenmonde, die hij in leen houdt",Reg Hann p 122/Reg EL 6 fol 33,,,,,,,,
1121300,1324-04-25,"Merwede, van der","Claes van der Merwede, ridder, belooft graaf Willem schadeloos te houden van de betaling van zijn borgtocht van 27 grote goudinen (?), 16 gouden hallingen en 10 miten","Reg Hann p 129/Reg EL 3 fol 14, EL 11 fol 13v",,ook: 1324-02-24,,,,,,
1121301,1325-02-21,"Merwede, van der","graaf Willem geeft aan Daniel van de Merwede, zijn baljuw van Kennemerland en Vriesland, vrijheid om tbv 's graven huis van der Nieuwburg, in Vroenremere te vissen, zolang hij baljuw is",Reg Hann p 137/Reg EL 39 fol 15,,,,,,,,
1121302,1325-03-06,"Merwede, van der","graaf Willem verkoopt aan Daniel van der Merewede, zijn trouwe knaap, het ambacht van Wieldrecht met wind, visserij, veren en de visserij van Twintich Hoeven,  liggende tussen Maas en Wede, oost: Twintich hoeven, zuid: het land van Putte",Van Mieris II bl 337/Reg EL 24 fol 32v,"Symon van Benthem, Wilhelmus Camerius, Mathiaus Rengersz",,,,,,,
1121303,1325-03-21,"Merwede, van der",graaf Willem beveelt dat het door hem aan Daniel van der Merwede verkochte land in Wieldrecht schotbaar zal blijven,"Reg Hann p 139/Reg EL 2 fol 41, EL 24 fol 32v",,,,,,,,
1121304,1325-04-16,"Merwede, van der","Niclaes van der Merwede, ridder, ontvangt van de stad Utrecht 300 £ Zw Tourn van de zoen van de dood van zijn neef Lodewijk, voor zijn magen van moederszijde",Reg Hann p 139/Or Acad Bibliotheek Utrecht,,,,,,,,
1121305,1325-10-17,"Merwede, van der",talrijke ridders  beslissen het geschil over het stapelrecht tussen Dordrecht en de andere steden van Holland; getuige o.a. Daniel en Cleys van der Merwede,"Van Mieris II bp 364, fol 325; A.R.A. Leenkamer 7 fol 45/Reg EL 6 Zuidholland",,,,,,,,
1121306,1325-12-05,"Merwede, van der","overeenkomst van graaf Willem met Claes van de Merwede, ridder, over verkoop van land te Sliedrecht, 20 à 24 morgen tiende","Reg Hann p 146/Reg EL 6 fol 46v, EL 24 fol 38",,,,,,,,
1121307,1325-12-25,"Merwede, van der",Katerine vrouwe van Voorne en Teylingen bevestigt de lijftocht door Hendrik van Brederode aan zijn vrouw jvr Isebeel gemaakt,"Van Mieris II p 371, 372","getuigen: haar zoon Gerard de heer van Vorne burggrave van Zeland, heer Daniel van der Marwede, Gherit van Eemskerk, Simon van Benthem, ridders; Heynric van Eemskerk, Simon Dirx van der Burch, knapen",,,,,,,
1121308,1326-01-03,"Merwede, van der","borg voor heer Jan van der Dussen: Niclays van der Merwede, ridder",Van Mieris II p 376,,,,,,,,
1121309,1326-03-08,"Merwede, van der",graaf Willem vergunt Pieter Vinnenz van den Damme om Jan Gerritsz van Merwede als gewaard rechter in Brandwijk en Gybeland te stellen,Reg Hann p 148,,,,,,,,
1121310,1326-10-02,"Merwede, van der","Jan Venedan geeft een verklaring over de grensscheiding tussen Brabant en Holland bij Oosterhout; omdat hij zelf geen zegel heeft, zegelt Daniel van der Merewede, ridder ""omme dat Jan voersz dit voir mi verliet hevet""",Van Mieris II p 403,,,,,,,,
1121311,1326-12-26,"Merwede, van der","landscheiding met Brabant, getuigen: o.a. Clays van Merwede, Floris van Merwede",Van Mieris II p 409,,,,,,,,
1121312,1327-07-22,"Merwede, van der","jvr Lisebet Jansdochter van der Meerwede, vrouw van Dierix van der Made, doet afstand van alle aanspraken op Willem van Hoirne en ontvangt 40 £ per jaar te Uytwijk (48 morgen land)",Van Mieris II p 432/Reg EL 24 fol 46,"bezegeld door de heer van Voorne, Gheraerd van Heemskerke, Jan van den Zile, ridders; Jan van Pollanen, Willem die Moelnaer, knapen",,,,,,,
1121313,1329-05-13,"Merwede, van der","leen van Voorne: Pieter de heer van Voorne beleent Daniel van der Merwede, bij opdracht van heer Pieter van der Lecke, met het ambacht te Over Sliedrecht bij de tol te Niemandsvriend, tbv zijn zoon Floris van de Merwede, evt te komen op zijn broer; volgt een brief van 1289-11-11 waarbij graaf Floris V Hendrik van de Lecke ontheft van de verplichting tot het maken van dijken wanneer land wegens dijkbreuk wordt verlaten en bepaalt dat zulk land en dijk zullen komen voor rekening van het ambacht","Reg Hann p 177/Reg Voorne AB fol 8v, B fol 129/Van Mieris II p 482/De Fremery no 255 Aant, no 262; De Fremery no 262",,,,,,,,
1121314,1330-01-03,"Merwede, van der","Gheernoud van Kalichem, abt van St Pouwel, Daniel van der Merwede [ambachtsheer van Barendrecht en Kernisse], Enghebrecht van Voirscoten, rentmeester van Noordholland, Jan heer Gillyz, rentmeester van Zuidholland, en Jan Clauwaerdsz van Barendrecht, verklaren:  ""om de nood waarin neghendalve hoeve in Barendrecht en de 45 gaarden in Kernisse hebben van haren dike, te geven tiende vri, beyde van corendiende ende van smaeltiende, als verre alse die smaeltiende toebehoirt denghenen die op desen voirseyden lande wonen""",Van Mieris II p 479,,,,,,,,
1121315,1330-02-14,"Merwede, van der",belening door de graaf in het ambacht van heer Daniel van der Merwede te Waspik,"Reg Hann p 184/Reg EL 6 fol 66, EL 24 fol 52v",,,,,,,,
1121316,1330-03-14,"Merwede, van der",Daniel van der Merwede maakt een lijftocht aan zijn vrouw ver Janne,"Reg Hann p 185/Reg EL 6 fol 66v, EL 24 fol 53",,,,,,,,
1121317,1330-11-02,"Merwede, van der","graaf Willem geeft aan heer Jacob van Moordrecht toestemming om zijn goed te verkopen; getuige o.a.:  Daniel van der Merwede; 1330-11-18: Jacob van Moordrecht verkoopt zijn ambacht aan graaf Willem, getuige o.a. Clays van der Merwede, ridder; 1330-11-19: borgen voor Jacob van Moordrecht: Clays van der Merwede, Lode van der Merwede, Hughe van den Woude, Roelof van Wye, Wouter Adamsz, Everocker van der Donc","Van Mieris II p 504, 505, 506",,,,,,,,
1121318,1330,"Merwede, van der","uitgaven10-8-2018: -  heer Daneil van der Merwede van zijn leen uit de bede in Waspyc, van mei 1331, 40 sc; - Daniel van der Merwede van zijn jaarmarkt te Dordrecht op St Bonifaesavond in het jaar 1331, 48 sc",Rek Hen Huis I p147,,,,,,,,
1121319,1331-01-07,"Merwede, van der","huwelijk van Willem van Holland met Johanna van Brabant, getuige o.a. Daniel de Merwede ",Van Mieris II p 492,,,,,,,,
1121320,1331-07-07,"Merwede, van der",heer Niclaijs van der Merwede beleent zijn oudste zoon Jan met al zijn goed,Reg Hann p 197,,,,,,,,
1121321,1331-07-23,"Merwede, van der","Jan van der Merwede maakt tot lijftocht voor zijn vrouw Ermgarde, 26 £ Holl per jaar uit de tiende te Sliedrecht",Reg Hann p 199/Reg EL 6 fol 72,,,,,,,,
1121322,1331-10-11 en 12,"Merwede, van der","Daniel van der Merwede (x ver Anne), ridder, en zijn broers Florens (x Volcwij) en Diederik (x Godelde), schenken al het goed van hun tante Bertraet van Alkemade aan het klooster van der Lee",Reg Hann p 201,,,,,,,,
1121323,1333-06-29,"Merwede, van der","de familie van der Merwede (Daniel x ver Johan vrouwe van der Merwede; Diedryc x jvr Godelt; Florens x jvr Volcwij) schenkt de grote en kleine Schrankel onder Warmond, voor zover zij het bezitten, aan het klooster Leeuwenhorst, waar hun tante Baerte van Alkemade non is; 1336-11-25: Dirck van Teylingen met vrouw en zuster doen hetzelfde","Reg Hann p 216, 217/Or R.A.L.",,"Beatrijs, moeder van de drie broers, is een zuster van Baerte van Alkemade (non), de moeder van de zusters heet Aleid van Alkemade",,,,,,
1121324,1335-04-25,"Merwede, van der","de heer en vrouwe van Putten belenen Daniel van de Merwede en zijn nakomelingen met het huis van de Merwede, ""der nieuwer kerke te Dordrecht en den bleeccamp daarbij""","Reg Hann p 231/Reg Hr NvP fol 19v, Reg PenS met houten borden fol 210",,,,,,,,
1121325,1335-05-16,"Merwede, van der","graaf Willem verdraagt zich met Hendrik van Brederode, op diens verzoek en van zijn vrienden, de heer van Voorne ""onse neve"", de heer van der Lecke, heren Symon van Benthem, Daniel van der Meerwede, Dieric Bokel, over het weer bedijken van Zwijndrecht",Van Mieris II bl 35,,,,,,,,
1121326,1335-09-27,"Merwede, van der",Jan van der Merwede heer Claijsz maakt tot lijftocht voor zijn vrouw Sophia 16 morgen uit de tienden te Merwede ,"Reg Hann p 233/Reg EL 6 fol 85v, EL 24 fol 67",,,,,,,,
1121327,1339-02-17 (1338),"Merwede, van der","graaf Willem geeft een vidimus van de voorrechten van 1322 aan Dordrecht, onder de getuigen: Daniel van der Merwede",Van Mieris II p 603,,,,,,,,
1121328,1339-02-19,"Merwede, van der","graaf Willem verklaart, nadat Jan Ysabelenz hem tbv Dieric Eenlandsz[= Elandsz] opgedragen had 3 morgen land, die Jan van hem in leen hield, gelegen in het ambacht van Riede in het Corteland op den Wael, belend tussen Domaes Coenenz en Jan Loedewijc, dit land in erfleen te hebben gegeven aan Dieric Eenlandsz (vgl 1354-03-31, 1354-04-02)",Reg Rotterdam en Schieland no 480/Reg EL 32 fol 41,,,,,,,,
1121329,1339-02-27 (1338),"Merwede, van der",graaf Willem regelt de tolrechten die de Oostfriezen op de jaarmarkt te Alkmaar zullen betalen,Van Mieris II p 604,"Daniel de Merwede, Johannes van Polanen, Harper de Ride",,,,,,,
1121330,1339-08-20,"Merwede, van der","de geschillen over het sterfhuis van Crayenstein worden aan de uitspraak van volgende personen onderworpen: heer Otto pastoor van Slydrecht, Jan van der Meerwede, Jan van Berendrecht",Reg Hann p 263/R.A.N.D. fol 503 no 3,,,,,,,,
1121331,1340-05-04,"Merwede, van der","heer Daniel van der Merwede, ridder, ontvangt erf binnen Dordrecht ten erfleen",Reg Hann p 269/Reg EL 32 fol 42v,,,,,,,,
1121332,1340-07-27,"Merwede, van der",graaf Willem verkoopt aan mr Tielman Jans heer Gilliszsz ⅛ deel van Zwijndrecht,Nibbelink no 36,"Daniel de Merwede, Tielman Molner, Harper de Ried, Theoderic Cuserz",,,,,,,
1121333,1341-01-24 (1340),"Merwede, van der","Florens van de Doortoge belooft, nadat heer Willem graaf van Holland hem vergiffenis geschonken heeft voor zijn misdaden, deze te zullen dienen met 30 man","Reg Rotterdam en Schieland no 515/Van Mieris II p 631, 630",de heer van Brederode en Daniel van der Merwede ,,,,,,,
1121334,1341-03-04,"Merwede, van der",graaf Willem verkoopt aan mr Tielman Oem zijn visserij in de Waal in Zwijndrecht,Nibbelink no 44,"Raad: Daniel van der Merwede, Tielman Molenaar, Willem van---,  --- Zuderkercke, Pieter van der Haye, Floris van Haemstede, zegelbewaarder",,,,,,,
1121335,1341-04-09,"Merwede, van der",heer Daniel van der Merwede is Baenrots geworden; hij is gehuwd met ver Johanne van der Eme,"Van Mieris II p 649, 650",,,,,,,,
1121336,1342-04-14,"Merwede, van der",Daniel van der Merwede en Harbair van Riede zijn door de graaf aangesteld als scheidslieden en doen uitspraak tussen het convent Heysterbach en de abdij Marienweerd over de visserijen van Oversliedrecht en Giessenmonde; de laatste is verpacht aan Jan van der Merwede en Harbair van Crayenstein; Martijn uten Wyngarde zal zijn pacht en voorwaarden van het convent van Heisterbach behouden ,Cartul Marienweerd no 511,,,,,,,,
1121337,1342,"Merwede, van der",uitgegeven aan de heer van der Merwede van zijn markt te Dordrecht in 1343: 48sc,Rek Hen Huis p 253,,,,,,,,
1121338,1343,"Merwede, van der","uitgegeven aan Danel uten Weerde van diensten in de oorlog tegen de koning van Frankrijk, gerekend voor Danel van der Merewede, heer Willem van Outshoirn en Dirc van Mathenesse 2 £ grote, maken 16 £ Holl",Rek Hen Huis II p 78,,,,,,,,
1121339,1344-08-20,"Merwede, van der","nazien v.d. rekening van Gheret Heynensz, rentmeester van Noordholland, gedaan voor de heren van Oesterhout, van der Merwede, Janne van Pollanen, Willem van Outshoerne, Jacop van der Binchorst, Symon van Teilinghen, mr Claes Stuyc, Pieter van der Hay, Gheret Alewynszn","Rek Hen Huis II p 104, 103",,,,,,,,
1121340,1344,"Merwede, van der","uitgaven aan o.a. de kost van de heer van der Merwede e.a. gedaan te Medemblik, tegen de Oostfriezen",Rek Hen Huis II p 413,,,,,,,,
1121341,1345,"Merwede, van der","gedicht over het wapen van Daniel van der Merwede tijdens de slag bij Stavoren: ""hi droch van kele duergaen, een faes van zilver gebisanteert van goude zo wast geblasineert""",De Raadt II p 473,,,,,,,,
1121342,1346-06-01,"Merwede, van der","grafelijk leen in het baljuwschap van  Zuidholland: een tiende gelegen in Clays ambacht, Jan van der Merwede Lodewijcsz als voogd van Clays van der Merwede heer Jansz van der Merwede, ridder",Bijdr Hist Gen jg 1901 p 153/Reg EL 5 fol 28r,,,,,,,,
1121343,1347-07-12,"Merwede, van der","genoemd: Rodolphus dicto Koc, Sophia nata Johannis de Ligno, nobilibus Traj en Rodolphus en Johannis de Merwede ",Brom: Bull Traject I no 1224,,,,,,,,
1121344,1348-01-15,"Merwede, van der","keizerin Margaretha geeft aan haar zoon Willem het graafschap over, bezegeld door o.a. Daniel van der Merwede, knape",Batavia Illustrata bl 973,,,,,,,,
1121345,1350-06-22,"Merwede, van der","huwelijk van Simon van Teylingen met Berte, zuster van de burggraaf van Montfoort; borg voor Simon o.a. Daniel van der Merweden en Jan van der Merwede Lodewijksz",Arch Heren van Montfoort p 94 no 59,,met alle zegels,,,,,,
1121346,1352-12-15,"Merwede, van der","Jan van der Noerdelose maakt aan zijn vrouw jvr Beatrice, dochter van Dirc van der Meerweden, tot lijftocht het goed te Pendrecht met alle toebehoren, leen van de grafelijkheid",Reg Rotterdam en Schieland no 664,,,,,,,,
1121347,1352,"Merwede, van der","Daniel van der Merwede, écuyer",De Raadt II p 472,,,,,,,,
1121348,1354-04-02 (1353),"Merwede, van der","hertog Willem verklaart dat Monne Dirc Yelandsz.z. met zijn toestemming tbv zijn stiefmoeder jvr Lisebet Dircsdochter van der Merwede [vrouw van Dirc Elandsz] tot lijftocht gemaakt heeft 16 £ Holl, die zijn vader Dirc haar bij huwelijkse voorwaarden tot haar lijftocht toegezegd had, jaarlijks te betalen uit de woning en het land waarop wijlen Diederic woonde, gelegen in Riede, belend tussen Jan Hughenz en de kerkweg, tussen de dijk en de tiendweg, met belofte van vrijwaring",Reg Rotterdam en Schieland no 686/Reg EL 33 fol 35,,,,,,,,
1121349,1354-06-19,"Merwede, van der","borg voor Dirk van Brederode: o.a. Daniel van der Merwede, knape",Van Wijn: Huiszittend Leven II p 182,,,,,,,,
1121350,1356-03-27,"Merwede, van der","graaf Willem geeft poortrecht aan Monnikendam, gegeven te Haerlem",Van Mieris II p 866,"presentibus: de heren van Ysselsteyn Brederode, Egmond, baronibus; Thielman, Daniel de Merwede, Daniel van Tholoysen, Symon van Theylingen, militibus",,,,,,,
1121351,1357-08-03,"Merwede, van der","Daniel van der Merwede en zijn vrouw Margriete van Steijne oorkonden dat zij van het convent van St Pouwels te Utrecht de korentienden van Barendrecht en Kernisse, zolang als zij en hun oudste zoon of dochter leven, gepacht hebben",Versl Rijks Oude Arch 1923 I p 295 regest no 19/Arch Heerlijkheid Oost Barendrecht Inv no 112 fol 21,,,,,,,,
1121352,1358,"Merwede, van der","Rodolphe die Koc, chevalier, caution de Guillaume de Bot van der Merwede; Jean van der Merwede, écuyer, fils de Florent, caution pour Guillaume Bot van der Merwede; Willem die Bot van der Marwede déclare être marié à Nelle, fille de sire Gisbert Koc van Nederrijnen; Jean de Bot, écuyer, fils de Henri, se porte caution pour Willem die Bot van der Merwede, l'acte l'appelle: Jan Heinric Botssoen, knape","De Raadt II p 239, 473, I p 303",,,,,,,,
1121353,1359-03-23,"Merwede, van der","leen van Putten: de tiende van Schiekamp (in het ambacht van heer Simon van Markenburg), Herman Vink, zoon van jonge Herman Vink, burger van Dordrecht; 1374-03-24: Hendrik Waas bij dode van zijn vader Herman Vink; 1392-05-07: Dirk van der Merwede, bij dode van zijn vader Hendrik van Waas, met lijftocht van Alverade, dochter van Nicolaes Schoute van Dordrecht, op de helft; 1395-03-16: Herman Vink van Brandenburg. 13--: Leenregister Putten: 10£ jaarlijks, Jan van Noordeloos (1353: getuige); 13--: Nicolaas van der Merwede, vermeld 1379; 13--: Jan van de Merwede Nicolaasz, bij dode van zijn vader",Ons Voorgeslacht 1979 p 220; 1979 p 192,,,,,,,,
