nummer,datum,plaats,verkoper,koper,omschrijving,belending,bron,opmerkingen,,
5010428,1566-10-03,Heemskerk,Cornelis Gerritsz en Louris Gerritsz ,"mr Allert van Bloemen, pastoor van Ursem en zijn zuster Maritgen Jacopsdochter, bagijn te Haarlem","een lijfrente van 26 Kar gld losbaar met 200 Kar gld; Cornelis Gerritsz stelt tot onderpand: zijn huijs, werf en croft metten annexen, omtrent 2 morgen ",noord: Cornelis Pietersz; oost: Louris Heynricsz; zuid: mr Jacop tot Leyden en Bouwen Willemsz; west: die oesterwech  ,O.R.A. no 276 fol 62,,,
5010429,1562-11-02,Heemskerk,Cornelis Jansz van Coeckelberch,"Dirck Dircksz Cock, van Wyck op Zee","losrente van 3 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: ""zijn huys en werf daer hij nu ter tijt woenachtich is"" (1597-03-04: roijering verzocht door Jasper Pietersz) ",noord en west: de wildernisse; oost: de Heerenwech; zuid: Tonis Willemsz,O.R.A. no 275 fol 67,,,
5010430,1563-03-28,Heemskerk,"Guert Dirck Neeltgis weduwe met Willem Dircksz, haar zoon als voogd     ","Willem Pietersz Cock, van St Aechtendyck  ",losrente van 6 Kar gld per jaar losbaar met 100 Kar gld; onderpand: al haar goederen,,O.R.A. no 275 fol 79,,,
5010431,1564-06-24,Heemskerk,"Huych Jansz, Louris Gerritsz, Dirck Pietersz als oom en voogden van Jan, Jacop en Neeltgen, weeskinderen van Frerick Jansz en Lucij Jacopsdochter   ","Willem Pietersz Cock, wonende op St Aechtendyck  ","een losrente van 3 Kar gld per jaar losbaar met 50 Kar gld; onderpand: twee ackers zaetlandts, groot 1½ morgen  ","noord: Dirck Pietersz; oost: de Wyckwech; zuid: het kercken lant van Eemskerck; west: Jan Simonsz, scout, en de erfgenamen van Dirck Baertsz      ",O.R.A. no 275 fol 119,,,
5010432,1568-10-18,Heemskerk,Cornelis Gerritsz alias Cornelis Dieuwers  ,"Guert Pieter Cocken, weduwe Claes Backer, wonende tot Alcmaer op Ritsevoert  ",een lijfrente van 7 Kar gld per jaar,,O.R.A. no 276 fol 207,,,
5010433,1559-05-13,Heemskerk,"heer Adriaen van Egmont, presbyter","de commandeur van St Jan tot Haerlem met heer Garbrant Claesz, pastoer nu ter tijt tot Eemskerk   ","een jaarlijkse losrente in hoofdsom 700 Kar gld; onderpand: ""zijn huijs, landt, erfve en goed in Noertdorp daer hij woonachtich is""",,O.R.A. no 275 fol 25,,,
5010434,1563-06-23,Heemskerk,"heer Adriaen van Egmont, presbyter, met Symon Jansz, custos als voogd en borg  ",de commandeur van St Jans Godshuis te Haerlem,"losrente van 25 Kar gld per jaar, losbaar met 400 Kar gld; onderpand: zijn huijs en hofstede tot Noertdorp ",noord: de kinderen van Orlewijn Simonsz en Anthonis Willemsz; oost: de oesterwech; zuid: de kinderen van Orlewijn Simonsz en Michiel Gysbrechtsz; west: de Scouheining,O.R.A. no 275 fol 85,,,
5010435,1567-11-22,Heemskerk,Louris Dirck Woutersz,de commandeur van St Jan te Haarlem ,"losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: "" ½ morgen lants"" [1 ½ morgen !]","noord: zijn zwager Huybert Pietersz; oost: de groet zije; zuid: Baefven laen; west: Huybert Pietersz, zijn zwager ",O.R.A. no 276 fol 140,,,
5010436,1568-12-22,Heemskerk,Louris Dirck Woutersz en Jan Pieter Allertsz  ,de commandeur van St Jan te Haarlem,"een losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; Jan Pietersz stelt tot onderpand: een stuck zaet landts groot 1 morgen 100 roeden  ",noord: Wouter van Bekesteijn tot Haerlem; oost: de grote Houtweg; zuid: de erfgenamen van Claes Willem Philipsz; west: de cleine Houdtwech    ,O.R.A. no 276 fol 215,,,
5010437,1568-12-22,Heemskerk,Louris Dirck Woutersz en Jan Pieter Allertsz    ,de commandeur van St Jan te Haarlem,"een losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; Louris Dircksz stelt tot onderpand: een stuck zaet landts, groot 1 ½ morgen. Cornelis Claesz, zwager van Louris, ontvangt deze 100 Kar gld     ","noord: Dirck Gerritsz erfgenamen, van Haerlem; oost: de Luttick Zije; zuid: Aelbert Dircsz; west: de groet Zije   ",O.R.A. no 276 fol 214,,,
5010438,1567-11-22,Heemskerk,Louris Dirck Woutersz  ,de commandeur van St Jan te Haarlem,"een losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: 2)   een acker landts    ",noord: de commandeur van St Jan; oost: Jan willemse; zuid: Bely Pietersdochter; west: de grote Houtwech ,O.R.A. no 276 fol 140,,,
5010439,1561-03-07,Heemskerk,Claes Dircxz alias Orlewijns,het gasthuijs van Wyck op Zee,"een losrente van 3 Kar gld per jaar losbaar met 50 Kar gld; onderpand: ""een stucks zaedtlandts gelegen aen die duijn voer den voorschreven Claes zijn duer""",noord: de erfgenamen van Gerrit Claesz tot Assendelft; oost: die luttick Zije; zuid: het gasthuijs van Wyck op Zee; west: de groet Zije    ,O.R.A. no 275 fol 49,,,
5010440,1558-03-13,Heemskerk,"Dieuwer Gerrit Arijsz weduwe, met Cornelis  Gerritsz haar zoon als voogd; borg: Gerrit Baertsz","Margriete Grebbers, tot Haerlem wonende; eronder staat: het minuut [van deze brief] hadde gemaect Jan de Grebber""    ","een  losrente van 4½ Kar gld per jaar, losbaar met 72 Kar gld; onderpand: huis, werf en land op het Hoechdorp",noord: de heer van Assendelft; zuid: de Hoechdorperwech; west: Claes Ysbrantsz   ,O.R.A. no 275 fol 9,,,
5010441,1558-05-08,Heemskerk,"Dirck Dircsz, duinmeijer; in margine: ""Dirckgen Aefmoeijs vercoft Griete Grebbers een jaarlixe losrente van 3 Kar gld""",Griete Grebbers tot Haerlem,"een  losrente van 3 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: een stucke zaedtlants tot Noortdorp",noord: Grietgen Aeckersloetemans met haar kinderen; oost: Meijns Pieter Ronsz van Castricum (IV 142); zuid: de abt van Egmond (IV 144); west: Lobbrich Allerts Jansz weduwe ,O.R.A. no 275 fol 12,IV 143,,
5010442,1559-12-[± 25],Heemskerk,Cornelis Cornelisz Mont ,Griete Grebbers tot Haerlem,"een losrente van 4 Kar gld 15 st  per jaar, losbaar met 80 Kar gld; onderpand: zijn deel van een stuk hooiland",het gehele land belend: noord: Louris Maertsz cs; oost: de banscheiding tussen Eemskerk en Castricum; zuid: Ludou Jacob van der Hoefven weduwe tot Amsterdam; west: Dirck Jansz en Willem Luddolfsz   ,O.R.A. no 275 fol 30,,,
5010443,1560-08-05,Heemskerk,Louris Aechte Gijssen [= Louris Gijssen],Margriete Grebbers tot Haerlem wonende,"losrente van 10½ Kar gld per jaar, losbaar met 175 Kar gld; onderpand: ""een stucke lants benoerden Dirck Heijndricsz zoens""",noord: heer Adriaen  van Egmond] (= V 16); oost: de oosterwech; zuid: de erfgenamen van Wouter van Stompwijck [= Wouter Tollenaer te Haerlem] (V 14); west: de Kerckwech     ,O.R.A. no 275 fol 37,VIII 15,,
5010444,1559-09-18,Heemskerk,Heyndrick Florisz,"Claes Hals, brouwer tot Haerlem","losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: ""huis en werf aen die NZ van die Kerckbuyrt"". Dit is de tweede brief van 100 Kar gld die de brouwer op dit huis heeft",,O.R.A. no 275 fol 29,,,
5010445,1568-01-17,Heemskerk,Cornelis Cornelisz Montten; borgen: Claes Ysbrantsz en Cornelis Dircsz   ,de parochiekerk van der stede Beverwijk,"losrente van 2 Kar gld per jaar, losbaar met 32 Kar gld; onderpand: een acker lants groot 2 achgelen zaeijns, liggende in ""de nieuwe croft""; 1584-10-04: afgelost    ",noord: de Kerckbeeck; oost: eenigen tot Leiden; zuid: dat holle beeckgen; west: die pastoor    ,O.R.A. no 276 fol 163,,,
5010446,1563-11-08,Heemskerk,heer Jasper Jansz en zijn broer Huijch Jansz,"mr Cornelis Pietersz, priester, pater en confessor van St Margrietenconvent te Haerlem   ","losrente 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: 2 ackeren landts, groot 1 morgen (nog een huis, zie hierna) ","noord: de erfgenamen van Ilpendam, tot Rijswijck; oost: de Beijfferde wech; zuid: de graaf van Arenberge; west: de Grote Houdtwech         ",O.R.A. no 275 fol 95,,,
5010447,1563-11-08,Heemskerk,heer Jasper Jansz en zijn broer Huijch Jansz,"mr Cornelis Pietersz, priester, pater en confessor van St Margrietenconvent te Haerlem   ","losrente 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: een huijs met een crofte lants toebehorende Huijch Jansz  (en nog 2 ackers groot 1 morgen, zie hiervoor)",noord: Louris Splintersz; oost: de oesterwech; zuid: de erfgenamen van heer Adriaen van Egmont; west: de Beyfferdewech    ,O.R.A. no 275 fol 95,,,
5010448,1559-01-22,Heemskerk,"Aelbert Pietersdochter, weduwe Floris Jansz met haar voogd Aernt Willemsz; borg: haar broer Tonis Pietersz en Symon Jansz, custos van Heemskerk, als voogd van de jonge kinderen van Floris Jansz      ",Sint Marienconvent  te Haarlem,"losrente van 6 Kar gld per jaar, losbaar met 96 Kar gld; onderpand: ""die zaet staende en liggende op t Hoechdorp daer zij nu ter tijt wonende is""",,O.R.A. no 275 fol 18,,,
5010449,1565-01-25,Heemskerk,Pieter Jansz Scouten  ,Sint Marienconvent  te Haarlem,"losrente van 6 Kar gld per jaar, losbaar met 96 Kar gld; onderpand: ""een crofte zaedtlandts benoerden dye kerck""; schepenen: Willem Pietersz Cock en Laurens Arysz ","noord: de weduwe van Dirck Heyndricsz met erfgenamen; oost: de oesterwech; zuid: Gerrit Baertsz, Lourys Arijsz; west: de Kerckwech ",O.R.A. no 275 fol 139,,,
5010450,1560-09-27,Heemskerk,"Ysbrant Ockersz en Louris Wynantsz, poorters van Haerlem, Claes Ysbrantsz, buyrman te Heemskerk    ",jhr Raes van Vervou als voogd van de drie kinderen van Meresteyn ,"losrente van 18 Kar gld per jaar, losbaar met 300 Kar gld; onderpand: 6 ackeren landts ",noord: Pieter Jansz; oost: heer Adriaen van Egmont met Gerrit Claesz gemeen; zuid: Jan Lambertsz erfgenamen van Aeckersloot; west: Grietgen Gerritsdochter   ,"O.R.A. no 275 fol 38, 39",I 40,,
5010451,1558-[11],"Heemskerk, die Venne",Dirck Dircxz Orlewijns  ,Aelbert Dircxz Meij en zijn vrouw Hadewij Willemsdochter,"halfjaarlijkse lijfrente van  4 Kar gld min 5 st, losbaar met 50 Kar gld; onderpand: ""een stucke landts aen die duijn voer zijn duer genaemt die Venne""  ",,O.R.A. no 275 fol 15,,,
5010452,1560-05-21,Heemskerk,Louris Splintersz,"Weijn Claesdochter van der Mije, tot Amsterdam","losrente van 6 Kar gld, losbaar met 96 Kar gld; onderpand: een crofte lants, groot ½ morgen (=  400 roeden)  ",noord: Gerrit Cornelisz; oost en zuid: heer Ariaen [van Egmondt]; west: de oesterwech      ,O.R.A. no 275 fol 31v,,,
5010453,1560-06-25,Heemskerk,Louris Gijsbertsz ,"Weijn Claesdochter van der Mije, tot Amsterdam","een losrente van 10 Kar gld per jaar,  gelost met 110 Kar gld; onderpand: 2 ackeren zaedtlands ","noord: Wynant Ariaensz, tot Haerlem; oost: die Reguliers ut die Beverwyck; zuid: Gerrit Cornelisz; west: die Scoubeeck  ",O.R.A. no 275 fol 34,,,
5010454,1559-01-25,"Heemskerk, de Westercroft","Willem Pieter Cocken,  van St Aechtendyc",het nonnenconvent binnen Beverwyck,"jaarlijkse losrente van 9 Kar gld,   losbaar met 150 Kar gld; onderpand, met consent van Gerrit Baerts,: ""een crofte lants genaempt die Westercroft"" ",noord: Claes Heijndricsz; oost: Gerrit Baerdtsz; zuid: de kinderen van Meresteyn; west: de Cuijckerswech,O.R.A. no 275 fol 21,,,
5010455,1561-03-12,Heemskerk,Jan Gerrit Jacopsz,het nonnenconvent in de Beverwijck,"losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: ""zijn huys en hofstede daer hij nu ter tyt in woendt, staende aen Eemskercker duijne""","noord: Louris Claesz en Simon Thijbaudt, poorters van Beverwijc; oost: de groet Zije; zuid: St Jacopsgilt tot Haerlem; west: de Scouheyninge  ",O.R.A. no 275 fol 50,,,
5010456,1565-01-29,"Heemskerk, in de Vijfhoeven",Wouter Cornelisz; borg: Gerrit Allertsz ,het nonnenconvent in de Beverwijck,"losrente van 18 Kar gld per jaar, losbaar met 300 Kar gld; onderpand: ""5 geersen hoeijlants gemeen met dije Regulieren in die Beverwijc en Aris Maertensz, in dije Vijf hoeven leggende""  ","noord: de weduwe van jonge Willem; oost: dat ddije; zuid: de erfgenamen van Jacob van der Houff, tot Amsterdam; west: de Hecksloot   ",O.R.A. no 275 fol 138,,,
5010457,1565-02-21,Heemskerk,Willem Jan Guerten,het nonnenconvent in de Beverwijck,"losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: ""een acker saedtlandts groot 3 achgelen zaeyengs""; schepenen: Claes Ysbrantsz en Laurens Arysz   ",noord: de commandeur van St Jansgodshuis te Haerlem; oost: Jan Willemsz; zuid: de weduwe en erfgenamen van Dirck Louwen; west: de grote Houtweg  ,O.R.A. no 275 fol 151,,,
5010458,1565-05-26,"Heemskerk, in de gemene maed",Laurens Gerritsz,het nonnenconvent in de Beverwijck,"losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: ""3 geersen hoeijland in die gemeen maedt""; schepenen: Lambert Willemsz en Pieter Gijsbrechtsz;  1581-05-03: afgelost door Louris Lourisz   ",noord: de Castricummer wateringe; oost: de Regulieren tot Hoorn; zuid: de Noerdtmaedwech; west: Wouter van Bekesteijn  ,O.R.A. no 275 fol 157,,,
5010459,1567-12-24,Heemskerk,"Pieter Jacopsz (= Pieter Jaep Pieter Belien) en Cornelis Jacopsz, broers ",het nonnen of bagijnenconvent in de Beverwyck ,"losrente van 6 Kar gld per jaar; onderpand: ""een acker zaedtlandts groot 3½ achgelen zaeijns """,noord: Gerrit Gerritsz en Adam Willemsz; oost: die groet Zije; zuid: Pieter Bloem en Symon Thijbaut c.s; west: de Scouheyninck   ,"O.R.A. no 276 fol 156, 157 ",,,
5010460,1569-10-03,Heemskerk,"Jan Simonsz, schout; borg: Gerrit Allertsz",het susterenconvent binnen Beverwijc," jaarlijkse losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: een stucke zaedtlants, groot 1½ morgen  ",noord: het land van St Annaconvent te Haerlem; oost: Dirck Pietersz en de kinderen van Fredrick Jansz; zuid: Bouwen Dircsz; west: de erfgenamen van Cornelia Jacobsdochter    ,O.R.A. no 276 fol 263 t/m 266,,,
5010461,1569-12-26,Heemskerk," Claes Thonisz, tevens namens zijn broer Gerrit Thonisz en Gerrit Allertsz als voogd van de onmondige kinderen van wijlen Anthonis Gerritsz    ",het susterenconvent binnen Beverwijc,"losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: een huijs, werfve met 4 ackeren landts, groot 1½ morgen ","noord, oost, zuid: Gerrit Allertsz voors.; west: de gemene weg ",O.R.A. no 276 fol 281 ,,,
5010462,1560-05-24,Heemskerk,Cornelis Jacopsz en Pieter Jacopsz ,"Bely, weduwe van Dirck van Paneren, tot Haerlem","losrente van 3 Kar gld per jaar , losbaar met 50 Kar gld; onderpand: een acker vrijland",noord: Cornelis Jacopsz en Pieter Jacopsz; oost: Gerrit Gerritsz; zuid: Pieter Jacopsz; west: die Scouheyninge  ,O.R.A. no 275 fol 32,,,
5010463,1558-11-01,Heemskerk,"Gerrit Claesz, buerman in Haerlem; borg: Louris Splintersz ","Aelbert Claesz Raet, poorter tot Haerlem","losrente van 12 Kar gld per jaar, losbaar met 200 Kar gld; onderpand: een stuck lants groot omtrent 1 morgen en 1½ morgen (1611-11-27:  afgelost door Cornelis Louwersz)","noord: de commandeur van St Jan te Haerlem; oost: de Noert Maedtwech; zuid: Frans Dircsz, van Wyck op Zee; west: Anna Gerrits, van Wyck op Zee      ",O.R.A. no 275 fol 6,,,
5010464,1566-12-13,"Heemskerk, het corte Croftgen",Claes Engels,het Reguliersconvent in de Beverwijck ,"losrente van 3 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: een crofte zaedtlants genaemt dat corte Croftgen  ",noord: de erfgenamen van Claes Willem op ten Nieuwendam; oost: de weduwe en erfgenamen van Willem Cornelisz Wijp; zuid: die memorie; west: de cleine Houtweg   ,O.R.A. no 276 fol 277 ,,,
5010465,1565-11-10,Heemskerk,Claes Ysbrantsz; borg: Louris Splintersz ,"Cornelis van Rijedtwyck, residerende tot Egmont binnen  ","losrente van 18 Kar gld per jaar; onderpand: 1) ""een croft zaedtlants, 5 ackeren, groot 1½ morgen, leggende op t Hoechdorp achter die woninge van Katrijn Louris Willemsz weduwe""; in gebruik bij Claes Ysbrantsz en zijn zoon Cornelis Claesz   ","noord: de heer van Assendelft; oost: Katrijn Louris Willems weduwe met haar kinderen; zuid: Gerrit Claesz, buerman tot Eemskerk; west: die Cuykerswech ",O.R.A. no 275 fol 175,,,
5010466,1565-11-10,Heemskerk,Claes Ysbrantsz,"Cornelis van Ryedtwijck, residerende tot Egmont binnen  ","losrente van 18 Kar gld per jaar; onderpand: 2) ""een croft zaedtlants, van 4 ackeren, groot 2 morgen, daer die Wyckerwech dwars deur loept""; in gebruik bij Claes Ysbrantsz en zijn zoon Cornelis Claesz",noord: Meynert Pietersz met zijn zusters; oost: de Cuykerswech; zuid: Jan Willem Arysz; west: de Scoubeeck  ,O.R.A. no 275 fol 175,,,
5010467,1565-11-10,Heemskerk,Louris Splintersz stelt zich borg voor Claes Ysbrandsz die een lijfrente verkoopt   ,aan Cornelis van Rietwyk  ,"onderpand: ½ van 1000 roeden land gelegen ""aen die oesterzijde achter die woninge daer hij nu ter tijdt woent, gemeen met zijn broer en zuster, met noch deselve woninghe en die croft daervoer gelegen gemeen als voeren, groot omtrent 2 achgelen zaeyens, duergaens achter en voer"". Schepenen: Louris Gerritsz en Lambert Willems ","noord: Augustyn Jansz Steijn, tot Haerlem; oost: Staesven; zuid: Cornelis Pietersz; west: de Oosterwech  ","O.R.A. no 275 fol 175, 176",,,
5010468,1560-11-25,Heemskerk,Cornelis Gysbertsz,"Willemtgen Pietersdochter weduwe Pieter Jansz de Rood, wonende te Haerlem ","losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: een acker lants, groot ½ morgen (= 400 roeden) ",noord: aelmisland; oost: de Kerckwech; zuid: Jan Jansz Baen; west: Waterackerbeeck    ,O.R.A. no 275 fol 41,,,
5010469,1569-02-18,Heemskerk,"Jan Claesz, poorter van Haerlem ",Pieter Pietersz Roedt,"losrente van 18 Kar gld per jaar, losbaar met 300 Kar gld (te lossen ½ jaar na de dood van deze Pieter). Borgen: Jan Pietersz  en Willem Jansz, welgeboren mannen in Heemskerk; 1588-05-15: afgelost   ",,O.R.A. no 276 fol 230,,,
5010470,1567-10-22,"Heemskerk, het Oertghen",Willem Jansz (in margine: Willem Jan Willem Arisz.z); borg: zijn vader Jan Willem ,"mr Reyer Aerntsz Rusg, priester en poorter te Haerlem   ","losrente van 6 £  per jaar, losbaar met 100 £; onderpand: een morgen lands genaemt ""het oertghen""   ","noord: ""die hoele geerdt"", toebehorende aan de abt van Egmond; oost: de Breedtweer; zuid: de commanduer tot Haerlem; west: capelryland   ",O.R.A. no 276 fol 132,,,
5010471,1558-11,Heemskerk,Jan Gerrit Jacopsz ,"Dirck Cornelisz Rijn, wonende in de Beverwyck   ","losrente van 12 Kar gld per jaar, losbaar met 200 Kar gld; onderpand: zijn gehele zaet, staende en leggende an Heemskerckerduyn, groot 14 achgelen zaeyens  ",,O.R.A. no 275 fol 15,,,
5010472,1564-10-07,"Heemskerk, Gerrit van der Maersacker",,,"Symon Jansz, custos tot Eemskerk, stelt tot onderpand, als borg voor Claes Bartelmeusz wegens verkoop van land te Schoorl, voor Cornelis Dircsz Zuijt in die Beverwyc, ""Gerrit van der Maers"" acker.        ", noord: Louris Splintersz c.s; oost: de Kerckwech; zuid: de pastoor van Heemskerk; west: de commanduer,O.R.A. no 275 fol 126,,,
5010473,1568-03-24,Heemskerk,Louris Jansz Schouten; borgen: Jan Pieter Allertsz en Cornelis Arysz,"Cornelis Dircsz Smit, poorter van Beverwyc ","een losrente van 3 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: ""¼ part van een stuck hooijland in t geheel 3 maden groot"". Op diezelfde dag attesteert Cornelis Arysz, buurman te Eemskerk, dat ""dat het ypotheek aen d'ander zyde geschreven Louris Jansz ten deel gevallen is tot zyner huysvrouwen vaders erf, daer mij dat weerdeel of toebehoert mede tot myner huysvrouwen vaders erf. Als elcx getrout hebbende een dochter van Willem Willemsz alias jonge Willim, constituerende ick Cronelis Arysz mij borg"" etc","noord: Breecamp en die Hulstenaer; oost: de sluissloot; zuid: die Baeliuuscamp, Louris Willem en Aefve Cornelisdochter; west: de Zuid maedweg  ","O.R.A. no 276 fol 171, 172",,,
