Nummer,Heemskerk,Sector,Oppervlakte,Eigenaar,Huurder,Huur/pacht/taxatie,Datum,Bron,Opmerkingen,,,, ,,
4102147,,,300 roeden geestland,Roelof Simonsz tot Assendelft,Wouter Cornelisz ,8 £ ,1570,100e penn inv 74 II fol 17v,,,,,,,
4102148,,,zijn huis,Tymen Pelgrimsz ,,getaxeerd voor 2 £ ,1570,100e penn inv 74 II fol 25,,,,,,,
4102149,,,353½ roeden hooiland,Floris Willemsz,,getaxeerd voor 2 £ 5 st,1570,100e penn inv 74 II fol 41v,,,,,,,
4102151,,,783 roeden geestland,Voekel Lourisdochter,,getaxeerd voor 3 £ 5 st,1570,100e penn inv 74 II fol 39v,,,,,,,
4102152,,,2700 roeden hooiland,Frans Dircsz kinderen ,    ,"22,5 £ ",1570,100e penn inv 74 II fol 9,,,,,,,
4102153,,,haer huijs met duinland daar zij per jaar op geeft 3 st,Vrou Jacops,,daarboven getaxeerd voor 5 £ ,1570,100e penn inv 74 II fol 13v,,,,,,,
4102154,,,zijn huis zonder land,Willem Claesz,,,1570,100e penn inv 74 II fol 10,,,,,,,
4102155,,,422½ roeden geestland ,Willem Claesz,,"met zijn huis zonder land,samen getaxeerd voor 2 £ ",1570,100e penn inv 74 II fol 10,,,,,,,
4102156,,,"800 roeden, ""dat huijs met zijn thuyn""",Willem Dircsz,,7 £ ,1570,100e penn inv 74 II fol 4,,,,,,,
4102157,,,"964 roeden, ""van Thonis"", noch 1464 roeden geestland ",Willem Dircsz,,getaxeerd voor 10 £ ,1570,100e penn inv 74 II fol 4,,,,,,,
4102158,,,1474½ roeden hooiland,Willem Dircsz,,getaxeerd voor 7 £ 15 st,1570,100e penn inv 74 II fol 4,,,,,,,
4102159,,,912 roeden hooiland,Willem Jacopsz tot Haarlem,Michiel Gysbertsz,6 £ ,1570,100e penn inv 74 II fol 18v,,,,,,,
4102160,,,2534 roeden geestland,Willem Jacopsz tot Haarlem,"Dirck Jansz, huurcedul dd 1564-04-26",28 £ ,1570,100e penn inv 74 II fol 5v,,,,,,,
4102161,,,zijn huijs,Willem Jansz,,getaxeerd voor 2 £ ,1570,100e penn inv 74 II fol 29,,,,,,,
4102162,,,253 roeden geestland,Willem Jansz,Thonis Lourisz  ,1 £ 4 st,1570,100e penn inv 74 II fol 1v,,,,,,,
4102163,,,"495 (485?) roeden geestland ""bij t Hoechackerspat""",Willem Jansz ,,getaxeerd voor 2 £ 5 st,1570,100e penn inv 74 II fol 38,,,,,,,
4102164,,,"702 roeden ""voor zijn deur""",Willem Jansz,,getaxeerd voor 4 £ 10 st,1570,100e penn inv 74 II fol 38,,,,,,,
4102165,,,830½ roeden geestland ,Willem Jansz,Voekel Lourisdochter ( te Castricum?) ,"4,5 of 5 £ ",1570,100e penn inv 74 II fol 39v,,,,,,,
4102166,,,"1210½ roeden, zijn huis met de tuin en een acker",Willem Jansz,,getaxeerd voor 8 £ ,1570,100e penn inv 74 II fol 38,,,,,,,
4102167,,,"2566½ roeden, vyf hoeven",Willem Jansz ,,getaxeerd voor 12 £ 10 st ,1570,100e penn inv 74 II fol 38,,,,,,,
4102168,,,713 roeden  hooiland,Willem Luddolfsz te Wyk op Zee ,Jan Lourisz,"7 £ 7,5 st",1570,100e penn inv 74 II fol 4v,,,,,,,
4102169,,,806 roeden hooiland,Willem Luddolfsz te Wyk op Zee ,Hubert Pietersz ,"7,5 £ ",1570,100e penn inv 74 II fol 7,,,,,,,
4102170,,,1500 roeden hooiland,Willem Luddolfsz te Wyk op Zee ,Dirck Jansz,19 £ ,1570,100e penn inv 74 II fol 5v,,,,,,,
4102171,,,1657 roeden hooiland,Willem Luddolfsz ,Wouter Cornelisz,18 £ ,1570,100e penn inv 74 II fol 17v,,,,,,,
4102172,,,532½ roeden geestland,Willem Philipsz ,Allart Lourisz ,5 £ 10 st,1570,100e penn inv 74 II fol 26,,,,,,,
4102173,,,"4070 roeden,  zijn huis met land",Willem Philipsz,,getaxeerd voor 813 £ 4 st 8p ,1570,100e penn inv 74 II fol 39,,,,,,,
4102174,,,"530 roeden, een acker",Willem Pietersz,,getaxeerd voor 3 £ 10 st,1570,100e penn inv 74 II fol 39,,,,,,,
4102175,,,2324½ roeden geestland ,Gerrit Claesz op den (Nieuwen)dam ,Aris Maertsz ,16 £ ,1570,100e penn inv 74 II fol 22v,,,,,,,
4102176,,,1357 roeden geestland,Gerrit Lourisz ,Cornelis Gerritsz,11 £ ,1570,100e penn inv 74 II fol 3v,,,,,,,
4102177,,,huysgen in de wildernis,"Gerrit Maertsz, ""een scamel deckertgen""",,niet veel waard,1570,100e penn inv 74 II fol 12v,,,,,,,
4102178,,,"585  roeden ""over d'andere zijde""",Guijrt Allartsdochter ,,getaxeerd voor 3 £  5 st ,1570,100e penn inv 74 II fol 40,,,,,,,
4102179,,,912 roeden hooiland,Hase Jans tot Haerlem,Thonis Willemsz,6 £ ,1570,100e penn inv 74 II fol 18,,,,,,,
4102180,,,"1072 roeden, haer zaet met dat land noch aelmisland in deze zaet 1 £ ",Hillegont Claesdochter (haar zoon: Louris Dircsz) weduwe Dirksz duinmeier  ,,daarboven getaxeerd voor 5 £ ,1570,100e penn inv 74 II fol 17v,,,,,,,
4102181,,,829  roeden hooiland,Jan Aerntsz [de Jonge] tot Haerlem,Dirc Heynricsz Buchter,9 £ ,1570,100e penn inv 74 II fol 14,,,,,,,
4102182,,,635 roeden geestland ,Jacob Engelsz tot Velzen,Thonis lourisz,"4,5 £ ",1570,100e penn inv 74 II fol 1v,,,,,,,
4102183,,,476 roeden hooiland,Im Gerrits tot Wyck op Zee ,Dirck Jansz,6 £ 5 st,1570,100e penn inv 74 II fol 5v,,,,,,,
4102184,,,"zijn huijs, de gravin van Arenberg heeft daarop 6 st per jaar",Cornelis Arisz,,getaxeerd voor 2 £ 8 st,1570,100e penn inv 74 II fol 25v,,,,,,,
4102185,,,355 roeden hooiland,Cornelis Arisz ,,getaxeerd voor 2 £ 5 st,1570,100e penn inv 74 II fol 25v,,,,,,,
4102186, ,,zijn huis,Cornelis Claesz op die Maer,,getaxeerd voor 1 £ 10 st,1570,100e penn inv 74 II fol 29,,,,,,,
4102187,,,"2053 roeden, zijn huis met geestland",Cornelis Cornelisz Crall ,,getaxeerd voor 10 £ ,1570,100e penn inv 74 II fol 8,,,,,,,
4102188,,,zijn huijs,Cornelis Dircsz,,getaxeerd voor 2 £ ,1570,100e penn inv 74 II fol 29,,,,,,,
4102189,,,1140 roeden geestland,Cornelis Cornelisz,,getaxeerd voor 6 £ ,1570,100e penn inv 74 II fol 41v,,,,,,,
4102190,,,1377 roeden hooiland,Cornelis Cornelisz Crall,,getaxeerd voor 6 £ ,1570,100e penn inv 74 II fol 8,,,,,,,
4102191,,in de Watercamp,638 roeden   ,Claes van Hoessen [Huessen] tot Haerlem ,Louweris Allertsz ,,1539,Maatboek Heemskerk 56 fol 7v,,,,,,,
4102192,,in de Watercamp,"500 roeden, an Duyn","Claes van Hoessen [Huessen] tot Haerlem, Cornelis Gerijtsz",,,1539,Maatboek Heemskerk 56 fol 7v,,,,,,,
4102193,,in de Watercamp,396½ roeden ,Claes van Huessen en Cornelis Gerytsz  ,Maerten Gerytsz,,1539,Maatboek Heemskerk 56 fol 8,,,,,,,
4102194,,,354 roeden,Claes van Huessen,Louweris Allertsz ,,1539,Maatboek Heemskerk 56 fol 14,,,,,,,
4102195,,,449½ roeden,Claes van Huessen,Cornelis Gherytsz,,1539,Maatboek Heemskerk 56 fol 14,,,,,,,
4102196,,,242½ roeden,Claes van Huessen en Cornelis Gerytsz ,Maerten Geritsz,,1539,Maatboek Heemskerk 56 fol 14,,,,,,,
4102197,,,250 roeden ,Claes van Huessen ,Maerten Gerijtsz,,1539,Maatboek Heemskerk 56 fol 60,,,,,,,
4102198,,in de Watercamp,"229 ¼ roeden, over de andere zijde",Claes van Huessen ,Maerten Gerijtsz ,,1539,Maatboek Heemskerk 56 fol 60,,,,,,,
4102199,,in de Watercamp,250 en 78½ roeden,Claes van Huessen ,,,1539,Maatboek Heemskerk 56 fol 60v,,,,,,,
4102200,,in de Watercamp,354 roeden ,Claes van Huessen ,Louwerijs Allartsz,,1539,Maatboek Heemskerk 56 fol 68v,,,,,,,
4102201,,in de Watercamp,638 roeden   ,Claes van Huessen ,Louwerijs Allartsz,,1539,Maatboek Heemskerk 56 fol 68v,,,,,,,
4102202,,,396½ roeden en 500 roeden,Claes van Huessen met Cornelis Gerritsz,,,1561,Maatboek Heemskerk 56 fol 41,,,,,,,
4102203,,,353 roeden,Claes van Huesden ,Louweris Allartsz   ,,1561,10e penn Heemskerk 74 fol 24,,,,,,,
4102204,,in de Watercamp,449½ roeden,Claes van Huesden ,Cornelis Gerritsz,,1561,10e penn Heemskerk 74 fol 24,,,,,,,
4102205,,,,Meindert  Huessen verkocht de tienden van Heemskerk van 1561 aan Louris Pietersz ,,132 £ 10 st,1561,10e penn Heemskerk 74 fol 62v,,,,,,,
4102206,,ten noorden van de de Maatwech,"544 roeden, verhoefslacht in St. Aechtendag",Ariaen Allarts,Symon Jansz,,1539,Maatboek Heemskerk 56 fol 3v,,,,,,,
4102207,,Uitgeest,392 roeden ,Adriaen Bruynen ,,getaxeerd voor 2 £ ,1570,100e penn Heemskerk 74 fol 45,,,,,,,
4102208,,,zijn huis met een tuintje ,"Aeriaen Claesz, leeft mede van den aelmis ergo niet",,,1570,100e penn Heemskerk 74 fol 12v,,,,,,,
4102209,,,1200 roeden,"Adriaen Claesz, tot Haarlem",verhuurt dit,12 Kar gld 10 st,1561,10e penn Heemskerk 74 fol 8v,,,,,,,
4102210,,,1200 roeden,"Adriaen Claesz, tot Haarlem",verhuurt dit,12 Kar gld 10 st,1570,100e penn Heemskerk 74 II fol 31,,,,,,,
4102211,,,413½ roeden geestland ,Aeriaen Cornelisz Buds,verhuurt dit,5 £ ,1570,100e penn Heemskerk  74 fol 2,,,,,,,
4102212,,in het Breetweer ,783 roeden ,"Diert ver Carsten, van Alkmaer",Ariaen Cornelisz,,1539,Maatboek Heemskerk 56 fol 11,,,,,,,
4102213,,,,"Adriaen Dircsz, van Wyk op Zee ",,,1561,10e penn Heemskerk 74 fol 27 (2x); fol 39v: Ariaen Dircsz; fol 44v: Ariaen Dircsz; fol 59 ,,,,,,,
4102214,,,1305 roeden hooiland ,"Adriaen Dircsz, van Wyk op Zee ",verhuurt dit,9 £ 5 st,1570,100e penn Heemskerk 74 fol 1v,,,,,,,
4102215,,de cleyne meed ,788 roeden en  ander land te Wyck op Zee,"Adriaen Dircsz, van Wyk op Zee ",,getaxeerd voor 3 £ 10 st,1570,"100e penn Heemskerk 74  fol 7, 8v, 24v, 27, 22v, 44 ",,,,,,,
4102216,,in Watercamp,638 roeden   ,"Claes van Huesden, tot Haerlem",,,1539,Maatboek Heemskerk 56 fol 20v,,,,,,,
4102217,,,,Cornelis Alewer en Dirc Alewer ,,,1539,Maatboek Heemskerk 56 fol 48v ,,,,,,,
4102218,,duinviertel,719 roeden,Cornelis Gherytsz bezit Aeluwensaet   ,,,1539,Maatboek Heemskerk 56 fol 67v,,,,,,,
4102219,cleyne Evertscamp,          , 23 roeden,"Allard Gerritsz voor ½ , Willem Pietersz voor ½ ",,,1539,Maatboek Heemskerk 56 fol 4v,,,,,,,
4102220,Hesselscamp,ten noorden van  de Noordmaedweg,,Allard Gerritsz c.s.  ,,,1539,Maatboek Heemskerk 56 fol 5,,,,,,,
4102221,Wouter Maertscamp,,2464 roeden,Allard Gerritsz,,,1539,Maatboek Heemskerk 56 fol 7,,,,,,,
4102222,,ten noorden van de Hecksloot,863 roeden,Allard Gherytsz aan Hardtlaan en Jan Banninck  ,,,1539,"Maatboek Heemskerk 56 fol 10v, 55",,,,,,,
4102223,,ten noorden van de Hecksloot,985½ roeden,Allard Gheryt en Hadlaen  ,,,1539,Maatboek Heemskerk 56 fol 10v,,,,,,,
4102224,,in het Breedweer,1750 roeden ,Allard Gheryt gemeen met de commanduer ,,,1539,Maatboek Heemskerk 56 fol 11,,,,,,,
4102225,,in het Breedweer,654 roeden,Allard Gheryt,,,1539,Maatboek Heemskerk 56 fol 12,,,,,,,
4102228,,ten zuiden van de Hecksloot,3526 roeden,Allard Gheryt en Gherit Willemsz en Tryn Garbrantsdochter   ,,,1539,Maatboek Heemskerk 56 fol 16,,,,,,,
4102229,Rietcamp,ten oosten van de Hoogdorperweg,2652½ roeden,Allart Gherytsz en Pieter Allartsz  ,,,1539,Maatboek Heemskerk 56 fol 17v,,,,,,,
4102230,,ten oosten van de Hoogdorperweg,2120 roeden ,Allart Gherytsz ,,,1539,Maatboek Heemskerk 56 fol 17v,,,,,,,
4102231,,ten zuiden van de Hecksloot,2732 roeden ,Allart Gherytsz,,,1539,Maatboek Heemskerk 56 fol 25v,,,,,,,
4102232,,ten zuiden van de Hecksloot,3526 roeden,Allart Gherytsz en Gherit Willemsz,,,1539,Maatboek Heemskerk 56 fol 25v,,,,,,,
4102233,,tussen de Oosterweg en Kerkweg,"661 roeden, 718½  roeden, 542½ roeden ",Allart Gerritsz,,,1539,Maatboek Heemskerk 56 fol 30,,,,,,,
4102234,,tussen de Oosterweg en Kerkweg,248 roeden,de abt van Egmond,,,1539,Maatboek Heemskerk 56 fol 30,,,,,,,
4102235,,tussen de Kerkweg en Grote Houtweg ,"161 roeden, 2 ackeren daergaens, 521½ roeden, 354 roeden ",Allart Gerritsz,,,1539,Maatboek Heemskerk 56 fol 32,,,,,,,
4102236,,aan de Streng,618 roeden,Allart Gerritsz,,,1539,Maatboek Heemskerk 56 fol 32v,,,,,,,
4102237,,tussen de Kerkweg en Grote Houtweg ,"239½ roeden, 646½ roeden",Allart Gerritsz,,,1539,Maatboek Heemskerk 56 fol 33,,,,,,,
4102238,,tussen de Kerkweg en Grote Houtweg ,325 roeden,Allart Gerritsz (in margine Dirc Cornelisz),,,1539,Maatboek Heemskerk 56 fol 33v,,,,,,,
4102239,,tussen Grote en Kleine Houtweg ,987 roeden,Allart Gerritsz. In margine: nu Freric Quuryns kinderen ,,,1539,Maatboek Heemskerk 56 fol 35,,,,,,,
4102240,,,33 morgen min 72½ roeden,Allart Gerritsz ,,,1539,Maatboek Heemskerk 56 fol 54v,opsomming van zijn totale bezit,,,,,,
4102241,,,zijn croft,Allart Gerritsz ,,,1539,Maatboek Heemskerk 56 fol 44,,,,,,,
4102242,,,582 roeden,nog jonge Willem after Allart Gherytsz ,,,1539,Maatboek Heemskerk 56 fol 50v,,,,,,,
4102243,,,705¼ roeden,Gheryt Willemsz after Allart Gherytsz ,,,1539,Maatboek Heemskerk 56 fol 54,,,,,,,
4102244,,aan den Houtweg,2 ackers,Louwerys Allarts,,,1539,Maatboek Heemskerk 56 fol 68v,,,,,,,
4102245,,,croftgen 760½ roeden,Allert Gheritsz,,,1539,Maatboek Heemskerk 56 fol 68v,,,,,,,
4102246,,,700 roeden,Tryn Gerbrants after Allaert Gheritsz,,,1539,Maatboek Heemskerk 56 fol 74,,,,,,,
4102247,,noertwesten van de laen van den huyze van Haerlem ,sijn weijde 2½ morgen 10 roeden 6 voeten 6 duim,heer van Assendelft,Allart Gerritsz,,1539,Maatboek Heemskerk 56 fol 74,ongedateerde lijst van bezittingen heer van Assendelft na 1539 en vóór 1561,,,,,,
4102248,,aan Hardlaan,985½ roeden,Allard Gheritsz,,,1539,Maatboek Heemskerk 56 fol 22,,,,,,,
4102249,,,1750 roeden,Allard Gheritsz en de commandeur te Haarlem,,,1539,Maatboek Heemskerk 56 fol 22v,,,,,,,
4102250,,,654 roeden (sector IV),Allard Gerritsz,,,1539,Maatboek Heemskerk 56 fol 23,,,,,,,
4102251,,de grote mijen mat,731½ roeden,Allaert Haijkesz tot Castricum en Marigen Valleken tot Haerlem  ,verhuren dit ,,1539,Maatboek Heemskerk 56 fol 6,,,,,,,
4102252,,het Breedweer,612½ roeden,Marytgen Valken ,Allaert Haijkesz,,1539,Maatboek Heemskerk 56 fol 13,,,,,,,
4102253,,in de Quantiende,365½ roeden en 3 voet,Allard  Haijcken,,,1539,Maatboek Heemskerk 56 fol 82,,,,,,,
4102254,,in de Cleyne Maed,306 roeden en 3 voet,Allard Haijcken,,,1539,Maatboek Heemskerk 56 fol 82,,,,,,,
4102255,,in de Cleyne Mien Meet,612½ roeden,Allaert Haijkesz met Maritgen Valken ,,,1539,Maatboek Heemskerk 56 fol 23v,,,,,,,
4102256,,Onder Eemskerk,2½ morgen ,heer van Assendelft,Allard Heynricsz,jaarlijks 16 £ ,1561,10e penn Heemskerk 74 II fol 53v,,,,,,,
4102257,,,huis daer die gravin van Arenberg op heeft 8 st per jaar.  ,Allard Lourisz,,getaxeerd voor 2£ 2 st,1570,100e penn 74 fol 26,huurt veel land te Heemskerk,,,,,,
4102258,,ten noorden van de Maetwech in t Smalweer verhoefslaecht in St Aechtendyk,449½ roeden,Alyd Pieters weduwe,,,1539,Maatboek Heemskerk 56 fol 3,,,,,,,
4102259,,tussen Cuijkersweg en Grote Houtweg ,1052½ roeden en 1232½ roeden en 682 roeden,Alijt Pieter Gerritszweduwe ,,,1539,Maatboek Heemskerk 56 fol 28v,,,,,,,
4102260,     ,,,Anna Albert Haecken ,,,1539,Maatboek Heemskerk 56 fol 46,,,,,,,
4102261,,,geest- en weiland te Heemskerk,Anna Dircksdochter verhuurt dit,,,1570,100e penn 74 fol 23,,,,,,,
4102262,,  ten noorden van  de Noordmaedweg,1397½ roeden, broer Frans  Hilbrantsz uit de abdy,"Gerrit Jacobsz, Adriaen Hilbrantsz",,1539,Maatboek Heemskerk 56 fol 5,,,,,,,
4102263,,,1088 roeden, broer Frans  Hilbrantsz uit de abdy,Ariaen Hilbrantsz van Castricum,,1539,Maatboek Heemskerk 56 fol 11,,,,,,,
4102264,,,732 roeden geestland te Heemskerk,Ariaen Gerritsz verhuurt dit,,6 £ 15 st,1570,100e penn inv 74 fol 4,,,,,,,
4102265,,,,Ariaen Gerritsz,,,1570,"100e penn inv 74 fol 5,7, 11, 14v, 24, 25",,,,,,,
4102266,,,,Ariaen Gerritsz bruict eigen land te Wyk op Zee,,getaxeerd voor 39 £ ,1570,100e penn inv 74 fol 44v,,,,,,,
4102267,,het Hoflant,1560½ roeden hooiland,,Arys Jacobsz ,18 £ ,1570,100e penn  Heemskerk 74 fol 43,,,,,,,
4102268,,,,Arys Lourisz,       ,,1561,10e penn Heemskerk fol 3v ,,,,,,,
4102269,,,,,Arys Lourisz huurt land aldaar,,1570,100e penn 74 fol 36v,,,,,,,
4102270,,,,Aris Maertensz,,,[1561],"10e penn Heemskerk 74  fol 17v, 18, 18v, 23, 23v(2x), 31v, 33v, 34 (2x) met Wouter zijn zwager, 34v, 41v  ",,,,,,,
4102271,,,,,Aris Maertensz huurt veel land aldaar ,,1570,100e penn 74 fol 22v ,,,,,,,
4102272,,,           ,heer van Assendelft,Aris Maertensz ,10 £ per jaar,1561,10e penn 74 II fol 53v,,,,,,,
4102273,,Hardtmaed,20¾ roeden,Aris Jansz,,,1539,Maatboek Heemskerk 56 fol 85,,,,,,,
4102274,,Breetweer,gemeen met mr Reyer Willem Jansz en Dirck Louwerysz. Arie's part 169½ roeden,Aris Jansz,,,1539,Maatboek Heemskerk 56 fol 85,,,,,,,
4102275,,voor de pastoorstoren,973 roeden,Aris Jansz,,,1539,Maatboek Heemskerk 56 fol 85,          ,,,,,,
4102276,,voor de Hofflaen,1495½ roeden,Aris Jansz,,,1539,Maatboek Heemskerk 56 fol 85,,,,,,,
4102277,,de Holbeek,een acker 410 roeden,de commandeur,Aris Jansz,,1539,Maatboek Heemskerk 56 fol 85,,,,,,,
4102278,,,een croft nae die duyn 926 roeden,Aris Jansz,,,1539,Maatboek Heemskerk 56 fol 85,,,,,,,
4102279,,,½ van Brouwerscamp 892 roeden,de nonnen van Zyl,Aris Jansz,,1539,Maatboek Heemskerk 56 fol 85,,,,,,,
4102280,,,de nierbaen 904 roeden,Aris Jansz,,,1539,Maatboek Heemskerk 56 fol 85,,,,,,,
4102281,,,het Gasthuis op Zee 338 roeden ,Aris Jansz,,,1539,Maatboek Heemskerk 56 fol 85,,,,,,,
4102282,,,de Quatiende 859 roeden,Pieter Allart,Aris jansz,,1539,Maatboek Heemskerk 56 fol 85,,,,,,,
4102283,,,somma bezitingen 8½ morgen 331 roeden,Aris Jansz,,,1539,Maatboek Heemskerk 56 fol 85,,,,,,,
4102284,,noortwest van de Maetned,stuk land 7½ morgen 241 roeden,heer van Assendelft,"Arys Jansz, Maritgen Pieter Florisz weduwe en de weduwe van Gerrit Florisz ",,1561,10e penn inv 74 II fol 55v,,,,,,,
4102285,,            ,"7½ morgen 297 roeden ""vrou Elisabettencamp""",heer van Assendelft,Aris Jansz,,1539,Maatboek Heemskerk 56 fol 56v,,,,,,,
4102286,,,,Jannetgen Aris Jansz weduwe ,,,[1561],"10e penn Heemskerk inv 74 fol 15v, 19, 21, 21v, 31, 51v ",,,,,,,
4102287,,dat grote Hoffweer ,2 morgen 362 roeden = ⅓ deel van dat grote Hoffweer ,heer van Assendelft,Jannetgen Aris Jansz weduwe ,26 £ per jaar,[1561] ,10e penn Heemskerk 74 fol 49,,,,,,,
4102288,,Elisabettencamp,7½ morgen 127 roeden ,heer van Assendelft,Jannetgen Pieters weduwe,50 £ per jaar,[1561],10e penn Heemskerk 74 fol 54,,,,,,,
4102289,,de Hem,406 roeden,,Louris Allartsz van Bergen ,,[1561],10e penn Heemskerk 74 fol 43v,,,,,,,
4102290,,,672 roeden met zijn huis,  ,,getaxeerd op 2 £ ,[1561],10e penn Heemskerk 74 fol 61v,,,,,,,
4102291,,,407½ roeden,,Louris Allartsz van Bergen ,3 £ 4 st,[1561],10e penn Heemskerk 74 fol 61v,,,,,,,
4102292,,,,,Louris Allartsz van Bergen huurt land ,,1570,100e penn inv 74 fol 11,,,,,,,
4102293,,de Hem,913½ roeden,Anna Gerrits Bergen en Frans Dircsz kinderen,verhuren dit ,7 £ ,[1561],10e penn Heemskerk 74 fol 46v,,,,,,,
4102294,,ten noorden van de Hecksloot,2614½ roeden,heer Jan Bets,verhuurt dit,20 £  per jaar,[1561],10e penn Heemskerk 74 fol 37v ,,,,,,,
4102295,,Beverwijc,2½ morgen 210 roeden 6 voet,heer van Assendelft,Meijns Symonsdochter en Gerrit Pietersz Block,32 £ per jaar,1561,10e penn Heemskerk 74 II fol 54 ,,,,,,,
4102296,,ten noorden van de Maadweg,915 roeden in die groet mijen meed,Heynric Dirc Bochters,,,1539,Maatboek Heemskerk 56 fol 19v,,,,,,,
4102298,,ten noorden van de Maadweg,1915 roeden in de groet mijen meed,"Cornelis Pietersz de memorie in de wyck, Bard Florisz, Maerten Arisz en Gijsbert Vermeer  ",Heynrick Dirc Heynricsz ,,1539,Maatboek Heemskerk 56 fol 6,,,,,,,
4102299,,,100 roeden Jan Hoflants aelmisland ,Jan Hoflants tot Haerlem,Heynrick Jansz Bochter,,1539,"Maatboek Heemskerk 56 fol 5v, 63v",,,,,,,
4102300,,ten noorden van de Noordmaedweg,1426 roeden Jan Amelingenkinder ,Heynrick Bochter,,,1539,Maatboek Heemskerk 56 fol 6,,,,,,,
4102301,,,2415 roeden in de vrije camp,Heynrick Bochter,,,1539,Maatboek Heemskerk 56 fol 7v,,,,,,,
4102302,,in Breetweer,1205½ roeden ,Cornelis Pietersz,Heynric Jan Bochtersz,,1539,Maatboek Heemskerk 56 fol 12v,,,,,,,
4102303,,tussen Houtweg en Scilpweg ,696½ roeden,Heynric Jan Bochtersz,,,1539,Maatboek Heemskerk 56 fol 39,,,,,,,
4102304,,,160½ roeden aelmisland,Heynric Bochter ,,,1539,Maatboek Heemskerk 56 fol 39v,,,,,,,
4102305,,  ,opsomming van zijn bezit totaal 15 morgen 327 roeden,Heynric Bochter ,,,1539,Maatboek Heemskerk 56 fol 63v,,,,,,,
4102306,,,1233 roeden after Heynrick Jan Bochter,de Witte Heren tot Haerlem,,,1539,Maatboek Heemskerk 56 fol 65v,,,,,,,
4102307,,,4 tellen 464 roeden 4 voet het tweedeel in Heynric Jan Buchters,Maritgen Valken,,,1539,Maatboek Heemskerk 56 fol 84,,,,,,,
4102308,,,1205½ roeden in sector IV,Heynric Jan Bochter,,,1539,Maatboek Heemskerk 56 fol 23,,,,,,,
4102309,,in Grofweer ten oosten van de Hoogdorperweg ,555 roeden,Cornelis Gerritsz en Cornelis Danielsz   ,,,1539,Maatboek Heemskerk 56 fol 17v,,,,,,,
4102310,,Grofweer,"555 roeden , somma ½ morgen 155 roeden",Jan Buchter tot Velsen,,,1539,Maatboek Heemskerk 56 fol 80v,,,,,,,
4102311,,,1066 roeden,de wollewevers tot Haerlem,Heynric Jansz Bochter,6 K gld per jaar,1561,10e penn Heemskerk 74 fol 35,,,,,,,
4102312,,,1 morgen 675 roeden ,heer van Assendelft,Heynric Jansz Bochter,11 £ per jaar,1561,10e penn Heemskerk 74 fol 53v,,,,,,,
4102313,,,zijn huis,Dirck Heinricsz Buchter (Bochter),,getaxeerd voor 6 £ 5 st,1570,100e penn 74 fol 14,huurt veel land te Heemskerk,,,,,,
4102314,,in het Breetweer,1590 roeden,Allart Boelessen tot Amsterdam,Simon Bartelmeus,,1539,Maatboek Heemskerk 56 fol 11v,,,,,,,
4102315,,,1590 roeden,Allart Boelessen tot Amsterdam,Simon Bartelmeus,,1539,Maatboek Heemskerk 56 fol 22v,,,,,,,
4102316,,,1590 roeden,Allart Boelessen tot Amsterdam,Simon Bartelmeus,,1539,Maatboek Heemskerk 56 fol 77,,,,,,,
4102317,,in de Hem ten noorden van de Maadweg,1402½ roeden,Vrerick Deyman en Marygen Valken ,Gerrit Boon,,1539,Maatboek Heemskerk 56 fol 19v,,,,,,,
4102318,,in de Hem,701 roeden en 3 voet,Maritgen Valken,Gherit Claes Boen (Gerrit Boon),,1539,Maatboek Heemskerk 56 fol 83v,,,,,,,
4102319,,Heemskerk,4577 roeden hooiland,Neeltgen Reyers,,,1561,10e penn 74 I fol 34v,,,,,,,
4102320,,Heemskerk,4577 roeden hooiland,Jacob Reyersz Boen (Boon) tot Alcmaer,verhuurt dit,44 £ ,1570,100e penn Heemskerk 74 II fol 46v,,,,,,,
4102321,,verhoefslacht in St Aechtendyk,¼ van de Rietcamp,Ghysbert Bouchorst,,,1539,Maatboek Heemskerk 56 fol 2,,,,,,,
4102322,,in Grofweer ten oosten van de  Hoogdorperweg ,dat viertel van de Rietcamp 276 roeden ,Ghysbert Bouchorst,,,1539,Maatboek Heemskerk 56 fol 18,,,,,,,
4102323,,tussen de Hecksloot en de Oosterweg,736 roeden,Willem Jacopsz toekomende in 1539,,,1539,Maatboek Heemskerk 56 fol 25 ,,,,,,,
4102324,,tussen de Hecksloot en de Oosterweg,736 roeden,Juffr Braams bezit dit in ± 1593 ,,,1593,Maatboek Heemskerk 56 fol 25,,,,,,,
4102325,,,dat veer met zyn huis ,heer van Assendelft,Cornelis Dircsz Broer huurt dat veer met zijn huis ,9 Kar gld,1561,10e penn Heemskerk 74 fol 9v,,,,,,,
4102326,,,dat veer met zijn huis,heer van Assendelft,Cornelis Dircsz Broer van t veer huurt zijn huis met dat veer tesamen,9 £ ,1570,100e penn Heemskerk 74 II fol 33,,,,,,,
4102327,,,1880½ roedenj geest-en weiland te Heemskerk,"Augustyn Jansz Steyn, de brouwer, wonende te Heemstede",verhuurt dit ,24 Kar gld 10 st,1561,10e penn Heemskerk 74 fol 31v ,"leenman 1562-06-04; 1552-12-10: brouwer, erfpacht te Haarlemmerliede ",,,,,,
4102328,,,1882½ roeden geest-en weiland te Heemskerk,"Augustyn Jansz Steyn, schout tot schagen     ",verhuurt dit,24 £ ,1570,10e penn Heemskerk 74 fol 21v,,,,,,,
