id,datum,naam,inhoud,bron,getuigen,bijzonderheden,,
1071088,1330-10-24,Goudnagel,"leen van Amstel: no 4) akker in Ankeveen (Crankenveen) aan de Gooier scheiding in heer Zweders gerecht [van Abcoude], strekkende tot de middelgang, belend ten noorden: de kerkgawech, oost: de Gooier landscheiding, zuid: de bisschop, west: de middelgang, 1330-10-24: Dirc Goudnagel zoals afkomstig uit het goed van Amstel voor 30 £; 1346: mr Dirc Goudnagel, belendingen idem, behalve zuid: Claes Grietenz op Crankenvene",Ons Voorgeslacht 09-1988 p 356/Bijdr Hist Gen 1901 p 253,,,,
1071089,1327-08-08,"Goudriaan, van","voor schepenen in Santbomel verkoopt Alardus de Haeften aan Wilhelmus Honscilt (tbv Marienweerd) en neemt weer in erfpacht een aream in Haeften, tussen Herman zoon van Celiis en Hugo de Goudriaen",Cartul Marienweerd no 284,,,,
1071090,"1367, 1372, 1381","goudsmit, de",mr Jacob de goudsmit: 1367-08-07: belending van een huis en erf over die Beke te Haarlem; 1372-08-19: dit huis ligt op de hoek van de Coningsstraat en de beek; 1381-11-17: rente op zijn huis en erf in de Willem Bekenstege,G.A.H. zie collectie Groesbeek,,goudsmeden Haarlem,,
1071091,1388-09-09,Goudsmit,"heer Hugo Woutersz Goudsmit, geestelijke: 1388-09-09, te zijnen huize wordt te Haarlem een notariële akte gepasseerd, talrijke akten; 1401-10-14 (19?): doet afstand van zijn kapellanie, heet daarbij heer Hugo Woutersz, gezegd Goudsmit; hij sticht het Regulierenklooster buiten Haarlem in 1406; 1420-03-26: het door hem nagelaten huis in St Jansstraat, later Barbara Gasthuis; 1407-11-05: pastoor van de begijnhofkerk; 1421-03-07: hij overleed 87 jaar oud ""dominus Hugo Goudsmit filius Walteri""","Allan II p 521, 522",,goudsmeden Haarlem,,
1071092,1390-07-10,goudsmit,"Dirc Verhout goudsmit neemt van de abdij Egmond in erfhuur, aan het Zant te Haarlem dat Baernt Scouten toebehoorde",G.A.H. zie collectie Groesbeek,,goudsmeden Haarlem,,
1071093,1392-03-23 (1391),"goudsmit, de","verkoop van een rente van 20 sc Holl per jaar op Bertelmeus Hughe Brouwers (de goudsmit) huis en erf in de Baginestraat (Cartul St Jan no 735); 1437-06-15: verkoop van deze rente; 1448-01-14: de erfgenamen van Bartelmeus de goudsmit, belend in de Bagijnestraat; 1459-03-20: de kinderen van Bartelmeus de goudsmit, belend aldaar; 1420: waacgeld 24 £, Barth de goudsmit (Thes Rek 1420 fol 24v); homan 1417;  1422: schotpond 50 £  (fol 19); 1426: heervaartgeld (fol 37); 1422-1423 en 1435: vroedschap; 1427 en 1428: (fol 12, 14) met Jan Ludenz homanscap; 1432-1433: idem (fol 14v); 1428: (fol 60) Bartelmeus Hoghenz de goudsmit betaald afterstal van gezet geld, 23 £ 12sc; 1428: (kerk rek fol 23v): hem gelevert an barnt zulvers 35 loet tot een monstraney. Nog gelevert 1 Vranc matoen en 1 oude Vranc en 1 Vrancr scilt, van maecloon gegeven 5 clinckerts; 1434 (fol 16v), 1436 (fol 18v), 1438 (fol 15): ontvangt een gans (kerk rek Haarlem); 1439: van 2 loot zilveren doppen en ½ merendeel maken 34 ½ leem (kerk rek 147/14); 1429-1434: van de stad een rente op de visserij te Sparendam (Barth Hughe Brouwersz de goudsmit)","G.A.H. Cartul St Jan no 735, Thesauriersrek 1420, Kerk Rek Haarlem",,goudsmeden Haarlem,,
1071094,1393-05-28,Goudsmit,"Aelbrecht de goudsmit, van Haarlem, balling geleide wegens de doodslag op Willem Cuser; ook: 1396-09-17, 1396-09-27, 1404-12-23",G.A.H. ,,goudsmeden Haarlem,,
1071095,1409,"goudsmit, de","vrijdag post Mathei, Lottyn Jansz in den Hage getogen om mijns heren Raad te tonen hoe dat de rentmeester Aelbert de goudsmit had doen vangen, omdat hij mijns heren swane had gevangen, ende dat die gemene buren van Nyedorp Aelbrecht voors den rentmeester weder genomen hadden",Rek Rentmeester Kennemerland 840 fol 24v,,goudsmeden Haarlem,,
1071096,1420-1425,goudsmit,"Jacob Jansz Goudsmit: 1420: (Thes Rek 176 fol 144) ""maect scuttelen voor gravin Jacoba""; 1422 (idem fol 64): gesteld op 240 schotpond; 1423 (Kerk Rek Haarlem fol 13, 2v) van zijn moeder graf en cloc, (fol 13) hem gegeven 13 boddragers, van siborie; 1425 (fol 2v): Jacob Jansz de goudsmit, van graf en cloc; 1422: (fol 3v) verv IV Jacob Jansz, goudsmit, Vroedschap",Thesauriersrekening Haarlem 176,,goudsmeden Haarlem,,
1071097,1420-1434,goudsmit,"Pieter Heynricsz, goudsmit: 1420 ontvangt hij van de stad 6 £ 8sc 4d voor het vermaken van een zegel; 1426: (fol 146) van ""de boss te vermaken"" van Hubrecht de bode 14 sc; 1429-1430: (fol 3v) hij pacht de korenexcys voor 3 jaar voor 292 £; 1430-1431: hij betaalt 1606 £ voor de korenexcijs; 1430: (fol 37v) gezet op 1 scilt; 1434: (Kerk Rek Haarlem fol 3v) Pieter Heynricsz goudsmit, cloc en graf 1½ scilt","Thesauriersrekening Haarlem fol 146, 3v, 37v, Kerk Rek Haarlem fol 3v",,goudsmeden Haarlem,,
1071098,1422-1429,"goudsmit, de","Mouwerijn de goudsmit: 1422 (fol 66v) gesteld op 25 schotpond; 1426: (fol 27) heervaartgeld; 1427: (fol 43) gezet op 2 scilden; 1429: (fol 23) betaald afterstal van gezet geld (1 scilt), 24 sc 8d","Thesauriersrekening Haarlem fol 66v, 27, 43, 23",,goudsmeden Haarlem,,
1071099,1428-1429,goudsmit,"Floris Dobbelaer, goudsmit, hem gegeven van een teijken te maken, 2 sc",Thesauriersrekening Haarlem fol 159v,,goudsmeden Haarlem,,
1071100,1430,goudsmit,"Pieter Willemsz, goudsmit, gezet op 2 scilden",Thesauriersrekening Haarlem fol 61v,,goudsmeden Haarlem,,
1071101,1430-1451,goudsmit,"Willem Pietersz de goudsmit: - van der stede grote zegel te snijden: 25 £ 16 sc 4d (fol 192v); 1428-1429: (fol 158) - hem gegeven van der stede grote zegel te maken 24 £ 16sc; 1434-08-09: - belending van 6 maden land te Haarlemmerliede; 1439-1440: (fol 138v) - van dat hij der stede busse vermaect heeft 24sc; 1441-1442: (idem fol 155v)- van tangen te snijden; 1442-1443: (idem fol 153) - van twee nije crozen die hij der stede gemaect heeft 27£; 1448: (fol 54, 55, 69v) - gezet geld resp 2£ 17sc, 3£ 4sc, 6sc; 1451: (fol 9v) gezet geld 3£  14sc 8d; 1451: (202 fol 40v) - van sijn wijfs renten van 1 jaar 20£ 19sc 4d","Thesauriersrekening Haarlem fol 192v, 158, 138v, 155v, 153, 54, 55, 69v, 9v, 202 fol 40v",,goudsmeden Haarlem,,
1071102,1441 ,goudsmit,"(kerk rek fol 11v) hem gegeven 6 R gld; 1455-1456:  (thes rek no 205 fol 11v) - Willem de goudsmit 1 jaar renten die Gheryt Gherytsdochter, zijn vrouw, verschenen in oktober 1554: 17 R gld = 21 £ 10sc 8d; noch 1 jaar 1455; 1458-11-05: (transportregister) belend van een huis en erve bij de Pijntoren; 1470-1473: LVIII belending",Thesauriersrekening Haarlem 205 fol 11v/Kerk Rek en Transportregister,,goudsmeden Haarlem,,
1071103,1430-1436,Goudsmit,"Claes van Bilant Louwerijsz en zijn vrouw Zoete Willem Gysbrechtsdochter, Dordrecht: 1430: (184 fol 12v) 6 Wilh sc op Haarlem 148 £ 15 sc; 1433-1434: (fol 23v) Claes van Bilant Louwerijsz zijn rente 5 £; 1434: (188 fol 17) hun rente 5 £ 2 sc; 1435-1436: (189 fol 51) hun rente 3£  14 sc 7½ d","Thesauriersrekening Haarlem 184, 188, 189",,,,
1071104,1439,goudsmit,Jan Pietersz de goudsmit: - cloc [geluid] (fol 22); - (fol 30v) van testament ½ nobel,Kerk Rek Haarlem 147/14 fol 22,,goudsmeden Haarlem,,
1071105,1442-07-21,Goudsmit,"heer Hugo Goudsmit, priester: ten zijnen huize woont in heer Boudyn Reinersz, priester",Allan ?,,goudsmeden Haarlem,,
1071106,1445-1463,goudsmit,"Jan de goudsmit: 1445 (fol 31) - levert 2 zegels voor 5 sc 4d; 1456-1457: (206 fol 38v) - van een zegel te graveren daer die stede voor mijn Genadige Heer an lyfrenten etc bezegeld heeft 3 £ 6 sc 8d; 1457-1458: (207 fol 39) van een nieuw zegel te graven ende te maken daer men die lyfrenten mede besegelen soude 4 £ 6sc 8d; 1462-1463: (4 vervolg) van dat hij der stede wapen maecte op 2 zilveren kannen ende 6 scalen mit een onse gouts die hij daartoe dede 8 £; 1463: (kerk rek fol 6v) Jan de goutsmits moeder [begraven, over haar geluid] cloc Mary","Thesauriersrekening Haarlem fol 31, 206 fol 38v, 207 fol 39, kerk rek fol 6v",,goudsmeden Haarlem,,
1071107,1453-1454,goudsmit,"(5, vervolg V1) Bouwen van Schoten ontvangt voor het graveren van 4 cleyne zegelen die de gezworen korenexisers hebben 14 sc",Thesauriersrekening Haarlem ?,,goudsmeden Haarlem,,
1071108,1454-1456,goudsmit,"Jan die Vlaminc: - van een groot zegel te steken om daarmee te bezegelen de brieven van der wage, 5 £ 6sc 8d; 1455-1456: (5, vervolg I) Jan de Vlaminck, de goudsmit voor Haarlem naar den Haag, roerende het proces van de stad met Pieter Jansz van Werre; 1456: (kerk rek fol 9v) - hem gegeven van t wyeroecsvat te maken, 1 Wilh scilt","Thesauriersrekening Haarlem 204 fol 35, Kerk Rek fol 9v",,goudsmeden Haarlem,,
1071109,1456,goudsmit,Arlewyn de goudsmit: hem gegeven 3 ½ gld,Kerk Rek Haarlem 1456 fol 26,,goudsmeden Haarlem,,
1071110,1456-1500,Goudsmit,"Andries Goudsmit: 1456-1457 (206 fol 38v) - van 4 britsen te maken voor den pipers en tromper 21 £ 6sc 8d; 1473-1474: (221 fol 53v) - van dat hij die bosse van Jan van Barry vermaakt 24sc; 1474-1475: (222 fol 79) -hem gegeven van die wa[a]rdeynsthange te vermaken 10 sc 8d; 1486-1489: (transportregister CXXXII 05-1488) mr Arys de goudsmit als medeerfgenaam voor 1/5, verkoopt c.s. huis en erf op de Scheepmakersdijk; 1493-1494: (thes rek fol 234v) 100e penn vermogen 150 R gld; 1495-1496: (fol 252) idem ; 1499-1500: (fol 172) vermogen 200 R gld; 1498: (kerk rek fol 8) mr Andries de goudsmit is doet, over hem geluid (cloc) Mary, een opdoen van een graf","Thesauriersrekening Haarlem 206, 221, 222, Transportregister, Kerk Rek",,goudsmeden Haarlem,,
1071111,1463,goudsmit,"Dirk de goudsmit, zijn wijf, van Delft, levert 3000 groot broots en 6000 cleyn broots, elc 1000 om 5 gr",Kerk Rek Haarlem 1463 fol 13v,,goudsmeden Haarlem,,
1071112,1464-1489,goudsmit,"Thaems Pietersz de goudsmit: 1464 (kerk rek fol 5) - Taemens die Goudsmit wijf, cloc Salvator; 1470-1473: (transportreg CXXXV) - koopt 1/3 van een huis en erf in de Damstraat, waarvan 2/3 hem reeds toebehoort; 1474: (thes rek fol 13v) - bijdrage voor het beleg van Sluis 2 R gld; 1483-1484: (fol 32v) - Thaems Pieter de goudsmits kinderen 100e penn, vermogen 2000 R gld; 1485: (kerk rek fol 5) - Thamas de goudsmit [is dood], cloc Mary, een opdoen van een graf; 1486-1489 (1488-04) Pieter Thaems de goudsmits zoon","Kerk Rek fol 5, Transportregister, Thesauriersrekening fol 13v, fol 32v",,goudsmeden Haarlem,,
1071113,1467-06-29,goudsmit,"Gerrit de Goudsmit van Haarlem, belend te Limmen (ook 1469-05-24)",?,,goudsmeden Haarlem,,
1071114,1470-1500,goudsmit,"Allard [Lambertsz] de goudsmit: (218 fol 50v) - van die graefmakerstabbert (die hem gegeven was om dat hij die honden uyt die kerc jagen zoude) 4 £ ; - 100e penning vermogen: 1493-1494: (fol 170v) Allard de goudsmit 250 R gld; 1495-1496: (fol 175) Allard, de goudsmit 250 R gld; 1499-1500: (fol 73v) Allard de goudsmit met zijn zoon Tyelman 600 R gld; 1496: (kerk rek 1496 fol 4) - Allard, de goudsmit, zijn zoon Tielman, priester, betaalt voor zijn eerste mis; 1486-1489: (transport CXIV 1488-02) - Allard Lambrechtsz, de goudsmit, gekozen voogd van Margriet Wiggersdochter","Thesauriersrekening Haarlem 218, Kerk Rek 1496 fol 4, Transportregister",,goudsmeden Haarlem,,
1071115,1471,goudsmit,Claas de goudsmit en joffrou Patters kinderen zullen betalen 1 R gld van het testament van Capoentgens wijf (doorgehaald),Kerk Rek Haarlem fol 8,,goudsmeden Haarlem,,
1071116,1471,goudsmit,"Henric Wolfertsz, goudsmit: een opdoen van een graf, (geluid) clock Salvator",Kerk Rek Haarlem fol 11,,goudsmeden Haarlem,,
1071117,1475,goudsmit,"Floris Pietersz goudsmit sijn kint (is dood, geluid) cloc Mary",Kerk Rek Haarlem fol 7v,,goudsmeden Haarlem,,
1071118,1480-1481,Goudsmit,"lijfrenten op de stad: heer Pieter Jansz Goudsmit, priester, en Kerstyne, zijn dochter",Thesauriersrekening Haarlem fol 29,,goudsmeden Haarlem,,
1071119,1482-1510,goudsmit,"Gerbrand Dircsz goudsmit: 1482-08-22: - koopt hij van kerk- en getijdemeesters een huis en erf in de Cleyne Houtstraat bij de Anegang; 1484-1486: (LXII 1486-01)-  koopt huis en erf in Cleyne Houtstraat; 1486-1489: (XIII 1486-06)- belending aldaar; 1486-1489 (XC 1487-09) idem; 1486: (kerk rek fol 16) - betaalt aan de kerk 6£ gr Vls op rekening; -100e penning vermogen: 1493-1494: (thes rek fol 212v) 200 R gld; 1495-1496 (fol 225) en 1499-1500 (fol 140: 200 R gld; 1498: (kerk rek fol 13v) - hem gegeven van silver te purgieren; 1510: (kerk rek fol 7) - Gerbrand de goudsmit is begraven in de kerck, over hem geluid alle de clocken, 50 st (fol 9v), zijn weduwe is begraven in die kerk, geluid (cloc) Bavo 40 st","Transportregister, Kerk Rek en Thesauriersrekening Haarlem",,goudsmeden Haarlem,,
1071120,1483-1531,goudsmit,"Henrick goudsmit: - 100e penning vermogen: 1483-1484 (thes rek fol 15) 100 R gld; 1493-1494: (fol 166v) 200 R gld; 1495-1496: (fol 169) 200 R gld; 1502: (kerk rek fol 21v) - Henric die goudsmit is ons 8 R gld en 10 st schuldig van een quaed Roernsgens gld; 1510: (fol 10v) - Henric de goudsmit is begraven tot die Jacobinen, over hem geluid al die clocken 30 st; 1516: (fol 14v) - Jannetge Heynric de goudsmitsweduwe; 1531: (fol 13) Jannetgen goudsmit (begraven) over geluid alle die clocken, (fol 40) of ontfangen 50 R gld tot haar testament","Thesauriersrekening, Kerk Rek Haarlem",,goudsmeden Haarlem,,
1071121,1483-1500,goudsmit,"Bartholomeus de goudsmit (met zijn kind); - vermogen 1483-1484: (thes rek fol 25v) 500 R gld; 1493-1494: (fol 180v) 150 R gld; 1495-1496: (fol 187) 150 R gld; 1481, 1491: kinderen van hem begraven; 1493: (kerk rek 1493 fol 10v) clock en graf over zijn wijf; 1500: (fol 11v) - Bartholomeus de goudsmit is dood, opdoen van zijn graf","Thesauriersrekening, Kerk Rek Haarlem",,goudsmeden Haarlem,,
1071122,1484-1486,goudsmit,"Andries Adamsz goudsmit gehuwd met Brechte Martynsdochter, met haar broer en zuster, verkopen huis en erf op de Scheepmakersdijk","Transportregister Haarlem XIX 1485-05, LVI 1495-12",,goudsmeden Haarlem,,
1071123,1484-1486,goudsmit,mr Andries Arentsz goudsmit koopt huis en erf in de Veerstraat,Transportregister Haarlem XIII 1485-05,,goudsmeden Haarlem,,
1071124,1484-1486,goudsmit,"Kerstand goudsmit, belend op het Groot Heiliglant",Transportregister Haarlem XCIV 1485-05,,goudsmeden Haarlem,,
1071125,1486-1489,goudsmit,"Henric de goudsmit: Gerrit van Berkenrode Gerritsz verkoopt aan Henric de goudsmit een ledich erve zoals dat nu betimmert is after zijn huijs in de Batte Jorisstraat [mijn nr 7]; hij mag het lossen met 24 R gld; 1520-03: belending Batte Jorisstraat [mijn nr 6] Janne, weduwe van Henrick de goudsmit",Transportregister Haarlem CLXIII 1489-03,,goudsmeden Haarlem,,
1071126,1487-1509,goudsmit,"Albrecht van Hogendorp, goudsmit: (kerk rek fol 3v) - hem betaelt van die ornamenten scoen te maken ende dat te broeken was, 5 R gld min een stuiver; 1488: (fol 35v) - die kerkmeesters hebben hem geleverd 3 marck en 7 loet sulvers; 1492: (fol 18v) - op 02 juni 1493 hebben kerkmeesters gerekend met Aelbert van Hogendorp, die goudsmit, van 6 jaar dat hij aan die kerkc gewrocht heeft etc; 1499: (fol 20) nieuw contract [tal van akten op hem betrekking hebbend]; 1509: (fol 32v) Albrecht van Hogendorp is begraven in die kerk, over hem geluid al die clocken 50 st [kan dus anno 1510 zijn]; kerkmeester 1506, 1507",Kerk Rek Haarlem,,goudsmeden Haarlem,,
1071127,1489-04-10,goudsmit,"mr Govert Henricsz de goudsmit, poorter van Haarlem, borg voor Albert Fransz, rietdecker, poorter",?,,goudsmeden Haarlem,,
1071128,1493-1500,goudsmit,"Louris Thaemsz, goudsmit: 100e penning vermogen 1493-1494: 425 R gld, 1495-1496: idem; 1499-1500 300 R gld","Thesauriersrekening Haarlem fol 168, 171, 68v",,goudsmeden Haarlem,,
1071129,1493-1500,goudsmit,"Pieter Arendsz de goudsmit: 100e penning vermogen in 1493-1494 en 1495-1496: 35 R gld, 1499-1500: 25 R gld","Thesauriersrekening Haarlem fol 231, 247, 171",,goudsmeden Haarlem,,
1071130,1498,goudsmit,"Jan uten Hage, de goudsmit, een opdoen van zijn wijfs graf, geluid (cloc) Mary, 28 st",Kerk Rek Haarlem fol 6,,goudsmeden Haarlem,,
1071131,1499-1500,goudsmit,Arijs [Andries] Willemsz goudsmit: 100e penning vermogen 100 R gld,Thesauriersrekening Haarlem fol 71v,,goudsmeden Haarlem,,
1071132,1499-1510,goudsmit,Harry die goudsmit: 1499-1500 100e penning vermogen 400 R gld; 1510: Harry die goudsmit heeft die kerk gegeven tot zijn testament 12 R gld,"Thesauriersrekening Haarlem fol 71v, Kerk Rek fol 10",,goudsmeden Haarlem,,
1071133,1499-1500,goudsmit,"Jan Pelgrimsz Neck, goudsmit, 100e penning vermogen 25 R gld",Thesauriersrekening Haarlem fol 82,,goudsmeden Haarlem,,
1071134,1499-1547,goudsmit,"Wouter Adriaansz, goudsmit, 100e penning vermogen 150 R gld; 1537-1540: (kerk rek fol 18v, [1538]-05-01) begraven te Prekers, beluid met al die clocken 30 st; 1542-1547: (fol 19v [09-18-05-1544]) Wouter Adriaensz goudsmit nevens de vrouwen broeders zijn wijfs zuster, begraven te Prekers, beluid met al die clocken, 30 st","Thesauriersrekening Haarlem fol 165, Kerk Rek fol 18v, 19v",,goudsmeden Haarlem,,
1071135,1500,goudsmit,"Albrecht goudsmit: betaalt van der kercmeesters wegen [aan?] Aelbrecht die goudsmit 40 R gld, woensdag voor Goede Vrijdag; 1504: Albert die goudsmit is doet, over hem geluid alle die clocken","Kerk Rek Haarlem 1500 fol 25, fol 15",,goudsmeden Haarlem,,
1071136,1501,goudsmit,"Meynert Bouwenz de goudsmit is doet, een opdoen van zijn graf",Kerk Rek Haarlem fol 9v,,goudsmeden Haarlem,,
1071137,1503-01-08,goudsmit,Henric Fransz goudsmit treedt op als voogd te Haarlem,?,,goudsmeden Haarlem,,
1071138,1510,goudsmit,"Gerrit Claasz van Veen is dood, over hem geluid alle die clocken",Kerk Rek Haarlem fol 12v,,goudsmeden Haarlem,,
1071139,1510-1511,goudsmit,"Adriaan Claasz goudsmit, poorter van Haarlem, mede-erfgenaam van Aeff, dochter van Jan Dircsz, goudsmit te Delft, non in St Hieronimusklooster te Leiden. De erfgenamen maken aanspraak op 62 £ binnen 6 maanden en 420 R gld binnen 5 jaar, hetgeen het klooster moest uitkeren. Er werd te Delft een borg gesteld, toen Aeff overleed, spraken de erfgenamen de borg aan; mede erfgenaam: de weduwe van Meyns Pieter Michielsz, inwoonster van Delft",Grote Raad van Mechelen Beroepen uit Holland dl VII dossier 684,,goudsmeden Haarlem,,
1071140,1512-1547,goudsmit,"Zeger de goudsmit: 1512-1524 - Seegher de goudsmit in de Coninckstraat laat kinderen in de kerk begraven; 1524: (fol 18) - is die kerc sculdich van silver dat hi betalen sal te Midvasten 1525: 26 st; 1537-1540: (fol 72v) - zijn broer in die Batte Jorisstraat, daechs na St Pieter in de Vasten anno 1540: 3 R gld van arbeid loon an een kelk van die kerk ende ander van fineren van geld; 1531: (fol 15) - zijn vader is doot, over hem geluid cloc Mary 10 st; 1542-1547: (fol 124v) - Zegher de goudsmit, begraven in die kerc, beluid met al die clocken (1-08 - 08-10-1541)",Kerk Rek Haarlem ,,goudsmeden Haarlem,,
