id,datum,naam,inhoud,bron,getuigen,bijzonderheden,
1110731,1552-1562,"Leeuwen, van","mr Adriaen Dircsz van Leeuwen gezegd van Leyden: 1553 stadssecretaris van Delft; pensionaris ten tijde van de overgifte van de Nederlanden, 1560: Veertig te Delft; stierf 1562-11-26",Bortet: Delft p 82,,,
1110732,1591-04-29,"Leeuwen, van","Gerard van Hoogstraten en Jacob Danielsz van Leeuwen voogden over Frans en Thomas, weeskinderen van Jan Cornelisz [van Torenvliet] en van Anna van Hoogstraten",Ned Leeuw jg 1911 p 174/Arch Leiden Voogdenboek fol 56v,,,
1110733,1595-09-15,"Leeuwen, van","huwelijkscommissie Amsterdam: Jacob Egbertsz, 32 jaar, wonende in de Gansoort, geassisteerd met zijn oom Sebastiaen Egberts en zijn broer Lauris Jacobsz, Raden dezer stede, met Maritgen Claes van Leeuwendochter, wonende te Alphen, met vaders consent",G.A. Amsterdam Inv DTB 762A fol 35,,,
1110734,1627-05-01,"Leeuwen, van","huwelijkscommissie Amsterdam: Jan van Leuwen, van Amsterdam, 22 jaar, geassisteerd met zijn vader Harman van Leuwen, wonden op de OZ Voorburgwal en Elysabeth Swolle ? Jongedochter te Swolle, trouwen buiten de stad",G.A. Amsterdam Inv DTB 764 fol 26,,,
1110735,1633-11-23,"Leeuwen, van","Maria Cornelisdochter van Hodenpijl, weduwe en boedelhoudster van wijlen Frans Adriaensz van Leeuwen, burgemeester van Leiden, en machtigt Wolphert Jans van Leeuwen, secretaris tot Segwaert om te transporteren aan haar zwager Johan Deyman",Ned Leeuw jg 1913 p 133/Notaris van Zijp te Leiden regest 170,,,
1110736,1659,"Leeuwen, van","Petrus Pietersz van Leeuwen, te Warmond/Leiden, vraagt aan de Staten van Holland venia aetatis",Index J.A. Jaeger p 52,,,
1110737,1670,"Leeuwen, van","Bartholomea Bartholomeusdochter van Leeuwen, te Leiden, vraagt aan de Staten van Holland venia aetatis",Index J.A. Jaeger p 51,,,
1110738,1676,"Leeuwen, van","Johan Jansz van Leeuwen, te Schiedam, vraagt aan de Staten van Holland venia aetatis",Index J.A. Jaeger p 51,,,
1110739,1679,"Leeuwen, van","Cornelis Claesz van Leeuwen en Christiaen van Leeuwen, te Leiden, vragen aan de Staten van Holland venia aetatis",Index J.A. Jaeger p 51,,,
1110740,1683,"Leeuwen, van","Jacob Albrechtsz van Leeuwen, te Rotterdam, vraagt aan de Staten van Holland venia aetatis",Index J.A. Jaeger p 51,,,
1110741,1689,"Leeuwen, van",Abraham Jacobsz van Leeuwen vraagt aan de Staten van Holland venia aetatis,Index J.A. Jaeger p 51,,,
1110742,1691,"Leeuwen, van","Ewout Harmanusz van Leeuwen en Claes Claesz van Leeuwen, van Leiden, vragen aan de Staten van Holland venia aetatis",Index J.A. Jaeger p 51,,,
1110743,1795,"Leeuwen, van",schepen van Alkmaar: Jan van Leeuwen,Bruinvis: Alkmaar  p 27,,,
1110744,1692-03-06,"Leeuwen, van","gedoopt Geref Delft: Ariaentje, dochter van Leendert Arijse Burghoorn en Grietje Claes Evenblij, getuigen: Arij Jansz van Leeuwen en Marija Claes Evenblij","Navorscher jg 1914 p 75, 76",,,
1110745,1693,"Leeuwen, van",Anthony Claesz van Leeuwen te Rotterdam vraagt aan de Staten van Holland venia aetatis,Index J.A. Jaeger p 51,,,
1110746,1695-10-26,"Leeuwen, van","lijfrenten kantoor Medemblik: Pieter Dircksz Veen voor Evert Jansz van Leeuwen, 600 gld hoofdsom ten lijve van hemzelf, oud 9 jaar, vader was Jan Gertsz van Leeuwen en moeder Hilletie Evers Brouwers, fl 54",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,
1110747,1696,"Leeuwen, van","Roelof Jansz van Leeuwen, te Leiden, vraagt aan de Staten van Holland venia aetatis",Index J.A. Jaeger p 52,,,
1110748,1790-11-01,"Leeuwen, van","losrenten kantoor Enkhuizen: verschijndag 1791-11-01, 398) Catharina Cornelia van Leeuwen, fl 50 - fl 2; 1792-02-29, 422) Jacob Siewertsz van Leeuwen, fl 150 - fl 6",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,
1110749,1672,"Leeuwen, van","genoemd: regent van het Pest of Blauwhuis te Schiedam Dirk Thonisz van Leeuwen: Jacob van Leeuwen x Adriana Jorissen; Gerard van Leeuwen x Maria Populeus; Claas van Leeuwen, met nageslacht","Wapenheraut jg II: 206, 195, 131, jg III: 166",,,
1110750,1405,"Leeuwen, van","genoemd: Willem van Leeuwen, edele afkomstig van de Grote Waard in Zuidholland bij beleg van Hagestein en Everstein; Frans van Leeuwen x -- van Swieten; Pieter van Lewen van Leida, baljuw en dijkgraaf van Voorne x Maria Duyk; Maria van Lewen de Gouda x Adriaan Duyk; Claas van Leeuwen heer van Alphen x Elisabeth van Boschuysen, kinderen; vermeld 1332: Alyd van Leeuwen x Gerrit van Boschuysen; Gijsbert van Leeuwen x Alid van der Haar, hieruit: Geertruyd van Leeuwen x Aart Booth; Agatha van Leeuwen, in Den Haag x Dominicus Booth; Swavelt van Lewen x Geerlach van der Vliet; --- van Leeuwen van Leyden x Joost Dedel; Odilia van Lewen alias van der Goude x Floris van Tol, schildknaap, leefde 1337, 1350, 1358; 1363 Willem van Lewen","Batavia Illustrata bl 746, 1113, 940, 880, 879, 878, 1136, 1173, 1121, 1154",,,
1110751,1500~,"Leeuwen, van",genoemd: Geertruid van Leeuwen x Aart Boot,Navorscher jg I: 234,,,
1110752,1315-11-17,"Leeuwenberg, van",heer Hendrik van Leeuwenberg geeft aan graaf Willem quitantie van voldane betaling wegens renteopdracht uit zijn allodiale goederen,Reg Hann p 61/Reg EL 40 fol 2,,,
1110753,1316-06-19,"Leeuwenberg, van","Hendrik van Leeuwenberg en zijn vrouw Agnes [van Cuyk] zijn graaf Willem jaarlijkse rente verschuldigd wegens het leen waarvoor zij hem manschap doen, welke rente gevestigd is op de inkomsten te Dollendorp, wimbode genaamd",Reg Hann p 65,,,
1110754,1348-01-28,"Leeuwenberg, van",willekeur vastgestelddoor Arnoud heer van Ysselsteyn tbv zijn onderzaten van het land van Ysselsteyn,Kroniek Hist Gen Utrecht 1849 p 366/Arch Stad Ysselsteyn,"Hendrik van den Rijn, proost van St Jan te Utrecht, Otto van Ysselsteyn, ridder, Otto van Ysselsteyn, broeder en Gysbert van den Bossche, neef van heer Arnoud ",,
1110755,1350-1351,"Leeuwenberg, van","Heynric van Leeuwenberch, in mindering van alsulke gelde als mijn here hem scoudich was, hem gegeven 270 £ ",Rek Rentmeester Kennemerland 800 fol 16 ,,,
1110756,1351-1352,"Leeuwenberg, van",Henric van Leeuwenberg ontvangt 120 £ en 270 in mindering van hetgeen de graaf hem schuldig is,Rek Rentmeester Kennemerland (800) fol 16a en 17v,,,
1110757,1354-1355,"Leeuwenberg, van","heer Jan van Leeuwenburch van de halve tiende van Vroenre- cleiland en van Outdorp, 8sc 10d",Rek Rentmeester Kennemerland 801 fol 9,,,
1110758,1359-06-04,"Leeuwenberg, van","leen van Amstel: no 10) [het huis Cronenburg], lijftocht van Elisabeth dochter van heer Jan van Leeuwenberg, gehuwd met Dric van Cronenburg",Ons Voorgeslacht 09-1988 p 358,,,
1110759,1602-02-09,Leeuwenburch,"Jan Maertsz van Leeuwenburch, wonende te Delft, als man en voogd van Alidt Cornelisdochter, eertijds weduwe van Jan Heyndricksz Keyser, verkoopt huis en erf te Alkmaar; 1602-03-04: wonende nu ter tijd tot Delft, koopt hij een vrije palinckschuer met camer daeraen te Alcmaar; 1602-08-27: brouwer van de Lely met de Croon [waar ?] koopt hij een camer te Alkmaar","O.R.A.Alkmaar 138 fol 185v, 190, 237v",,,
1110760,1691-05-25,Leeuwerik,"lijfrenten kantoor Medemblik: Dirck Pietersz Leeurick, 300 gld hoofdsom ten lijve van Pieter Dirksz Leeurick, zijn zoon, oud 7 jaar, moeder: Neeltje Ysbrandts, fl 24; Evert Streker, 400 gld ten lijve van zijn dochter Annatjen Everts Streker, oud 9 jaar, daar moeder of is Neeltje Pieters Leeurick, fl 32",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,
1110761,1749-04-19,Leeuwerik,"losrenten kantoor Enkhuizen: verschijndag 1750-05-01, Dirk Leeuwrik fl 1500 - fl 46 en Dirk Leeuwrik de jonge, fl 1000 - fl 30",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,
1110762,1233,"Leefdael, van","Henricus de Lovanio déclare que l'abbaye d'Afflighem a transporté la curtis qu'Alardus de Levedale lui avait donnée in elemosinam, à Willemo de Eversberghe, chevalier, fratri ipsius Alardi, sous certaines conditione; verder genoemd: Reinerus de Eversberghe, Wilhelmus a un cousin: Nicholaus de Eversberghe",De Raadt II p 386,,,
1110763,1275,"Leefdael, van","Ludovicus, miles et dominus de Levedale",De Raadt II p 325,,,
1110764,1313-12-24,"Leefdael, van","kwitantie van Rogier van Leefdale aan de stad 's Hertogenbosch voor een som van 100 £, een grote Tourn voor 14 penn gerekend",Bijdr Gesch Noordbrabant II p 553/Arch 's Hertogenbosch,,,
1110765,1315,"Leefdael, van","Rogerus de Levedale, miles, scelle un acte de Gerard seigneur de Diest, met zijn zegel",De Raadt II p 325/Diest no 20,,,
1110766,1318,"Leefdael, van","Rogerus de Levedale, miles, Gerlacus de Buscho, Emundus Roversz, donnent quittance à Florent Berthout seigneur de Malines, payant pour Renaud, fils du comte de Gueldre",De Raadt II p 325/Düss Jul Berg no 250,,,
1110767,1321-12-07,"Leefdael, van","Gerard van Voorne, Jan van Arkel, Florens Berthout heer van Mechelen en Rogier van Leefdale, arbiters in het geschil tussen de hertog van Brabant en de graaf van Holland over Heusden, verleggen de bijeenkomst te Hoogstraten naar MEchelen over jaar en dag, om dan finaal te beslissen (idem 1321-10-13, 1322-01-12)",Reg Hann p 101,,,
1110768,1321,"Leefdael, van","Gerlacus de Buscho, miles, scelle avec Roger de Leefdael, chevalier",De Raadt I p 297/Düss Jul Berg no 264,,,
1110769,1321,"Leefdael, van","Rogerus de Levedale, miles, met zijn zegel; 1326, 1331: Rogerus de Levedale, castellanus Bruxellensis","De Raadt II p 325, 326/Chartes Ducs de Brabant no 205",,,
1110770,1323-06-24,"Leefdael, van",Otto heer van Cuyk draagt op aan en ontvangt in leen van de hertog van Brabant de stad Grave,"Noordbrabantse Charters p 79, 306","bezegeld door Jan Bertout heer van Helmond, Rogier van Leefdael heer van Oirschot en Park, Nicolaas van Dorne [Deurne ?]",,
1110771,1326-10-18,"Leefdael, van",hertog Jan van Brabant geeft een privilegebrief aan Brussel,Noordbrabantse Charters p 307,"bezegeld door Otto heer van Cuyk, Rogier van Leefdael heer van Oirschot en Park, Nicolaas van Herlaer",,
1110772,1327-11-25,"Leefdael, van","getuige o.a. Rogier van Leefdale heer van Oirschot en Park; 1327-11-25, idem; 1329-01-11 en 1329-12-13 (1339 ?): getuige o.a. heer Rogier van Levedale heer van Oirschot burggraaf van Brussel","Noordbrabantse Charters p 308, 309, 312",,,
1110773,1326,"Leefdael, van","Rogerius van Leefdael heer van Oirschot en Parcke, cancellarius ducis Brabantiae",Miraeus: Opera Dipl II p 1014,,,
1110774,1328-03-26,"Leefdael, van","hertog Jan van Brabant keurt de lijfrentebrief goed, die de stad gemaakt had met heer Rogier van Levedale heer van Oirschot en Park, ridder, tbv zijn vrouw Agnes, van 100 £ Zw Tourn",Bijdr Gesch Noordbrabant II p 555/Arch 's Hertogenbosch,,,
1110775,"1344, 1364, 1393","Leefdael, van","les échevins de monseigneur Arnould van Levedale à Levedale; 1393: les échevins du damoiseau Guillaume seigneur de Petersheim et de Leefdael, sceau; heer Godevaert van Leefdael: van goude, met drie roosen daerin etc",De Raadt II p 326,,,
1110776,1456,"Leefdael, van","Jean seigneur de Merode, Petersheim, Leefdael et Impde, met zijn zegel; 15--: les échevins de messire de Merode, dans la seigneurie de Leefdael","De Raadt II p 469, 326",,,
1110777,1564-1570,"Leefdael, van","Rogier van Leefdael, wonende te Antwerpen, verzette zich tegen de openbare verkoop van goederen van Maria van Hargen aan Alyd van Assendelft; het Hof van Holland stelde hem in het ongelijk, 1569-12-22, en veroordeelde hem tot schadevergoeding aan Maria van Hargen",Grote Raad Mechelen Beroepen Holland dl VII dossier 630,,,
1110778,1714-09-13,"Leefdael, van","M.H. Comte de Renesse d'Ederen atteste à l'abbesse de Nivelles que damoiselle Marie Madeleine de coudenhove est fille de ---, petit fille de Jacques Eustache de Coudenhove et d'Agnes baronne de Leefdael (fille de Phillippe baron de Leefdael et de Marguerite Claire Anne de Boschuysen)",De Raadt II p 267,,,
1110779,1379,"Leefdael, van","schepenprotocollen van 's Hertogenbosch: heer Arent van Randenrode, ridder, zoon van wijlen Lodewijk heer van Randenrode, was in 1379 gehuwd met Margaretha van Levedale vrouw van Eyndoven, dochter van wijlen Rogier van Levedale, ridder, heer van Peyrke en Oerschot","Ned Leeuw jg 1913 p 231, 228",,,
1110780,1220~,"Leefdael, van","genoemd: Waalwyn vanLeefdael, ridder ging samen met Wouter Persyn, ridder in een klooster genaamd Heynrode; Margaretha van Leefdael x Balthasar van Wese, x Jan van der Vliet; edelen van Utrecht: Lodewijk van Leefdael en zijn zoons Philips van Leefdal, Jan van Leefdael, Rogier van Leefdael","Batavia Illustrata bl 1047, 1136, 761",,,
1110781,1607,"Leefdael, van","gestorven Frederik van Leefdael x Maria Aalbout, kinderen; 1617: gestorven Christoffel van Leefdaal te Utrecht x Maria van Schoonhoven; Philips baron van Leefdaal x Cornelia van Egmont van der Nyenburg, begin 17e eeuw","Batavia Illustrata bl 1051, 976, 960, 1006",,,
1110782,1765-11-03,Leeflang,"gehuwd Geref te Oud-Loosdreacht: Pieter Hendriksz Evenblij, weduwnaar van Fijtje Gerr. Pos, met Geertje Leeflang, weduwe van Leendert van Schooten",DTB Oud-Loosdrecht,,,
1110783,1767-01-28,Leeflang,"gedoopt Geref Oud Loosdrecht:  Hendrik zoon van Pieter Hendriksz Evenblij en Geertje Jans Leeflang, getuige: Dirkje Hendriks Evenblij",DTB Oud-Loosdrecht,,,
1110784,1565,Leij,"Guillaume van Ghent seigneur de Loynen et Marguerite Ley, sa femme, vendent un bien à Herveld, sceau de Marguerite: un lion","De Raadt I p 486, II p 330",,,
1110785,1788-1825,"Leij, van der ","Andries Adriaen van der Leij op 1788-05-30 benoemd tot vroedschap van Alkmaar, 1788-1790: schepen, 1790-12-16: genomineerd door de vroedschap tot schout, benoemd 1791-01-15, ontslagen 1795-01; 1825-06-28: gestorven","Bruinvis: Alkmaar no 470, p 9",,,
1110786,1349-1350,Leijaert,"Claes Leijaert van de grontgate en van Doedenvenne, 50 sc (798 fol 14v); (fol 15) van de tollen te Alkemaer; (fol 34v) afterstal van Doedenvenne, (fol 35v) afterstal van de tollen te Alcmaer",Rek Rentmeester Kennemerland,,,
1110787,1349-1350,Leijaert,"Lubbrecht Leijaert, sijn swager, van de tienden in Wieringerland (798 fol 3v); (fol 32v) afterstal van de tienden van Vroenregeist; (fol 33) afterstal van de tienden van der Nuwerkerc; (fol 34v) idem van de tienden in Ypolshove,  van der Langherlaen, en van der brucgte in Outkerspel, afterstal van de stalen tussen Walfaertshove en Schiermonicken; (fol 12) van de sluus in Wieringerland, 50 £ ",Rek Rentmeester Kennemerland,,,
1110788,1349-1350,Leijaert,"Lubbert Leijaert, van de tienden van Ypolshoeve die men Berger hiet, 34 £ 10 gr (798 fol 14, 14v); (fol 13) van de tiende van der Niewerkerc; 1351-1352: (fol 1) van de tienden van Mortmeer",Rek Rentmeester Kennemerland,,,
1110789,1351-1352,Leijaert,"Hilbrant Leijaert, afterstal van de tienden van Broec",Rek Rentmeester Kennemerland 800 fol 1v,,,
1110790,1356,Leijaert,"Trude Leijaertsdochter, afterstal van de sluis te Alcmaer (803 fol 24v); 1358-1359: (806 fol 4), afterstal van 1358 van Paijensidewinde 3 £ 6sc; (fol 37) afterstal van 1358, 3 £ 6sc",Rek Rentmeester Kennemerland,,,
1110791,1356-1357,Leijaert,"Trude Leijaertsdochter, afterstal van 1355 de sluis te Alcmaer, 42 sc (804 fol 5); 1359-1360: (806 fol 1v) afterstal van 1357 van de sluis te Alcmaer, 3 £ 21 d; 1358-1359: (805 fol 6) afterstal van 1357 van de Hoefsloet (visserij), 6 £ 6sc",Rek Rentmeester Kennemerland,,,
1110792,1364-1365,Leijaert,"Gerbrand Leyaert, afterstal van 1362, van de Hoefsloet (west Friesland), 17 £ 10sc (811 fol 3); 1356-1357: (804 fol 12) van de visserij in Vriesland van de Hoefsloet, 55 £ ; 1359-1360: (806 fol 2) afterstal van 1357 van de Hoefsloet, 10 £ 11sc 6d; (fol 2v) dieselve van Claes van Waterland van de slusen in Veenhusen, 13£ 14sc 6d; (fol 12) van de hoefsloot (visserij), 49£, van de slusen in Medemlekerambacht, 93 £  15sc, van oevensidewinde, 42£ ",Rek Rentmeester Kennemerland,,,
1110793,1358-1359,Leijaert,"Gerbrand Leyaert, afterstal van 1358 van de visserije van de Cromme, 6 £ 1d (806 fol 37v); 1360-1361: (808 fol 19) van de visserij van oeven sidewinde, 35 £ 5sc; (fol 19v) van de slusen in Veenhusen, 25 £; 1361-1362: (809 fol 15) Gerbrand Leijaerts zwager, van de visserij van de Hoefsloot, 35 £; 1362-1363: (810 fol 10) van idem, 35£ en idem van de Langehlane, 12£ 10sc; 1366-1367: (812 fol 1v) afterstal van 1364 en 1365 van de slusen in Veenhuzen, 6£ 9sc; (fol 14) van de visserij van de Hoifsloet, 65£ en van Payensidewinde, 37£ 10sc",Rek Rentmeester Kennemerland,,,
1110794,1366-1367,Leijaert,"Darbrand Leyaert, afterstal van 1364 en 1365 van de Hoefsloet, 4 £ 8sc 3d 2 miten",Rek Rentmeester Kennemerland 812 fol 1v,,,
1110795,1368-1369,Leijaert,"Gerbrand Leyaert, afterstal van 1367 van de Hofsloot en Payensidewinde, 24 sc 10 d",Rek Rentmeester Kennemerland fol 10,,,
1110796,1361-1362,leydecker,"Claes mr Gheyenz [Ghenenz], mijns heren leydecker, van sinen clederen, 3 £ 15sc (809 fol 23v); 1362-1363: idem, 3 £ 15sc (810 fol 17); 1363-1364: (811 fol 17v) van zinen clederen idem, (fol 18) van sinen wedden 50sc, van Paeschen 1364: 50sc; 1360-1361: werkt 8 dagen op het huis Middelburch 24sc, van 1000 leyen 30sc, (fol 14v) zijn wedde 50 sc",Rek Rentmeester Kennemerland  ,,,
1110797,1496-1497,leydecker,"Coen Jansz de leydecker, poorter van Haarlem, werkt met een knecht 14 dagen aan de Middelburg bij Alkmaar, op zijn zelfs cost, 8 st per dag, maakt 5 £ 12sc; materiaal 12 £ 19sc 6d",Rek Rentmeester Kennemerland 897 fol 52,,,
1110798,1344,leydecker,"mr Genekyn, mijns heren 's graven leydecker, van sinen jaergelde, 5 £ ",Rek Rentmeester Kennemerland dl II p 478,,,
1110799,1393-1394,"leydecker, de","Jacob die leydecker van sinen wedden, 5 £ en van sinen roc, 55 sc","Rek Rentmeester Kennemerland fol 15v, 16v, p 31, 32",,,
1110800,1338,"leydecker, de","mr Jan de leydecker werkt aan het huis te Teylingen, hij verdient 2sc per dag; Wilijard, de leydecker",Rek Houtvester dl VII p 113-116,,,
1110801,1356-1357,"leydecker, de","mr Ghene de leydecker: afterstal van 1353, 1354 van zwanen 12sc, werkt op Nuwendoorn en Middelburch, van zijn wedde 5 £, van zijn clederen 45sc (804 fol 2v, 15, 21, 22); 1357-1358: (805 fol 23v, fol 30v) van syn clederen, 53 sc en idem 55sc; 1359-1360: (807 fol 10, 24v) huurt land te Vronen 3£ 6sc 9d, zijn wedde van 1360, 5 £,  syn clederen 55sc; 1358-1359: (806 fol 19, 25, 27) dect op Middelburch, wedde 5 £, clederen 55sc; 1360-1361: (808 fol 23) Claes zijn zoon; (fol 30) mr Ghene, zijn wedde van 1361, 5£; 1361-1362: (809 fol 13, 18v, 24) land te Vronen 3£ 6sc 9d, dekt op Middelburch, van zijn wedde 5£; 1362-1363: (810 fol 8) land te Vronen 3£ 6sc 9d",Rek Rentmeester Kennemerland,,,
1110802,1393-1394,"leydecker, de","Jacob de leydecker: van sinen wedden 5 £ (829 fol 15v), (fol 16v) van sinen roc, 55sc; 1400: (830 fol 13v) van sinen wedden, 5 £; 1401, (fol 14), 1402 (fol 13v), 1403 (fol 13v), 1403-1404 (fol 13v): idem",Rek Rentmeester Kennemerland,,,
